,nuc,aexp,nd,ns,age,asexp,la,ld
10818,,,,,,,,
10893,15.0,28,5,2.0,51.53846153846151,0.370092917766555,184,1.0
11137,21.857142857142897,2,3,1,96.2857142857143,52.5,0.0,50
11151,26.8235294117647,26,5,3,7.30612244897959,53.5,126,167
11156,2.63333333333333,22,16,1,0.0,0.0,1120,517
11159,,,,,,,,
11249,0.0,824,5,1,0.0,4.0,322,315
11271,,,,,,,,
11278,1.59259259259259,90,4,1,16.533333333333303,5.0,71.0,323
11304,,,,,,,,
11346,,,,,,,,
11391,1.436507936507935,0.0,1,1,5.66666666666667,6.0,479,549
11422,,,,,,,,
11496,0.8888888888888891,35,3,1,0.0,30.0,1060,198
11578,,,,,,,,
11616,4.64285714285714,150,8,1,0.0,74.0,1499.5,80
9397,,,,,,,,
9406,1.375,27,2.0,1,0.0,3.0,1915,0.0
9432,,,,,,,,
9465,1.0,8,1.0,5.5,9.436507936507933,8.0,1984,2
9491,1.23214285714286,6,15,1,0.0,6.0,9.0,0.0
9513,,,,,,,,
9552,,,,,,,,
9561,1.21052631578947,35,1.0,2,30.8157894736842,52.5,1.0,620
9586,11.6818181818182,1423,2.0,2,2.1370023419203754,0.5862427949905401,1778,1807
9597,,,,,,,,
9616,,,,,,,,
9617,2.57142857142857,1,8,1.0,0.0,53.5,1396,203
9680,2.3454545454545497,1330.0,1.0,1,0.0,12.0,5090,993
9685,,,,,,,,
9719,39.2,40,10.5,2,0.0,52.5,197,120
9900,,,,,,,,
9909,1.3913043478260902,0,2.0,1,9.82608695652174,52.5,6.0,39
9910,0.4285714285714289,0,2.0,1,0.0833333333333333,0.8959397503430424,144,5
9911,,,,,,,,
9949,1.95454545454545,1429,3,2,0.0,0.5862427949905401,1505,4.0
9982,,,,,,,,
10006,2.35106382978723,0.0,29,2,20.6276595744681,9.542280927900942e-41,392.0,0.0
10008,,,,,,,,
10029,37.4117647058824,1335,2.0,1.0,99.7647058823529,2.6045142923439913e-08,2.0,373
10054,,,,,,,,
10092,0.9090909090909092,22,6,1,5.13333333333333,13.0,200.0,58.0
10093,,,,,,,,
10108,,,,,,,,
10161,0.0,5,1,1,12.0,4.0,42.5,0.0
10163,,,,,,,,
10189,12.0,11,4,2,0.0,52.5,405,0.0
10192,0.0,77,12,1,0.0,24.0,0.0,73
10193,0.0,4,1.0,1,0.0,4.0,1156,111
10201,,,,,,,,
10225,,,,,,,,
10258,6.325,29,2.0,2,0.6794871794871795,52.5,612,417
10319,3.93333333333333,7,1.0,5.5,2.2666666666666697,7.0,1373,1.0
10376,1.88888888888889,50,5,2,52.058823529411754,0.625,448,299.5
10490,0.5957446808510639,72,1.0,1,2.77777777777778,0.0,2766,220
10577,,,,,,,,
10900,,,,,,,,
10916,2.06896551724138,1,11,2,7.4482758620689715,0.0,135.5,0.0
10958,0.0,239,1.0,1,0.0,91.0,862,259
11022,,,,,,,,
11148,2.58536585365854,0.0,15,1,0.0,0.0,426,204
11301,,,,,,,,
11334,,,,,,,,
11386,,,,,,,,
11390,0.0,91,9.5,1,0.0,78.0,207.0,48.5
11475,3.88888888888889,140,18.0,3,0.0,41.0,515,185
