,nuc,aexp,ndev,nd,age,asexp,la,ld
7051,12.36,182,1.516967126193,2.0,1.75,0.757164004342913,157.5,37.0
7021,,,,,,,,
7029,12.36,56,1.516967126193,2,76.7222222222222,33.0,157.5,49.0
7068,105.333333333333,36,1.1578947368421102,2,0.0,0.570116915947984,157.5,49.0
7060,105.333333333333,31,3.78947368421053,2,40.898989898989896,0.0679066975911458,207.5,9
7075,77.6125,11,5.095833333333335,2,40.1428571428571,0.19268798828125,207.5,49.0
7088,12.36,44,1.1578947368421102,2,9.0,0.316731711224197,157.5,49.0
7093,30.4516129032258,184,1.1578947368421102,2,22.054054054054102,0.02111121102101,157.5,49.0
7101,105.333333333333,9,1.516967126193,2,33.7083333333333,0.1440469622612,157.5,49.0
7105,30.4516129032258,4189,1.1578947368421102,2,64.8205128205128,0.1249981183235769,157.5,49.0
7109,105.333333333333,3,5.095833333333335,2,6.571428571428571,0.515625,157.5,49.0
7115,105.333333333333,186,1.1578947368421102,2,33.0392156862745,0.152777292839559,157.5,49.0
7125,105.333333333333,4,3.4,2,35.31666666666665,0.2912,207.5,49.0
7123,105.333333333333,4195,5.095833333333335,2,15.1,0.0,157.5,49.0
7131,105.333333333333,188,1.1578947368421102,2,17.72,0.666610720653352,157.5,49.0
7144,30.4516129032258,14,5.095833333333335,2.0,24.6666666666667,0.0,157.5,37.0
7147,105.333333333333,115,5.428571428571429,2,1.873015873015875,0.0164862357073888,207.5,49.0
7154,30.4516129032258,1,1.1578947368421102,2,72.75,0.666666666666667,157.5,9
7157,105.333333333333,116,1.516967126193,2,50.2291666666667,0.0038093290314009,157.5,49.0
7160,105.333333333333,193,1.1578947368421102,2,33.5,0.145893637226739,157.5,49.0
7165,105.333333333333,14,1.1578947368421102,2,3.37209302325581,0.6644287109375,157.5,49.0
7170,105.333333333333,69,1.1578947368421102,2,42.3131313131313,0.1841000534966589,157.5,49.0
7171,105.333333333333,608.0,4.09090909090909,2,4.90909090909091,0.0,207.5,9
7172,105.333333333333,28,1.1578947368421102,2,91.4150943396226,0.281886534479537,157.5,49.0
7174,105.333333333333,62,1.1578947368421102,2,98.943661971831,0.0051280818008734,157.5,49.0
7179,30.4516129032258,121,1.1578947368421102,2,22.55,0.3459010759789069,157.5,49.0
7182,105.333333333333,16,5.095833333333335,2,44.3333333333333,0.570846557617188,157.5,49.0
7195,30.4516129032258,26,2.803846153846155,2.0,1.2,1.6874449402093898,157.5,49.0
7190,,,,,,,,
7200,105.333333333333,31,5.095833333333335,2,269.642857142857,0.253967370896594,207.5,49.0
7198,105.333333333333,117,1.516967126193,2,49.5151515151515,0.0244916280729702,157.5,49.0
7204,105.333333333333,151,1.1578947368421102,2,69.3783783783784,0.14863246205117,157.5,49.0
7210,105.333333333333,73,4.33333333333333,2,40.898989898989896,0.570116915947984,207.5,49.0
7211,105.333333333333,62,1.1578947368421102,2,33.754098360655696,0.250064017375232,157.5,49.0
7219,,,,,,,,
7220,105.333333333333,67,1.1578947368421102,2,4.14814814814815,0.0001001100011011,157.5,49.0
7224,77.6125,201,5.095833333333335,2,8.33333333333333,158.0,157.5,49.0
7227,,,,,,,,
7228,,,,,,,,
7234,30.4516129032258,3,1.1578947368421102,2,58.3559322033898,0.008,157.5,49.0
7247,12.36,4222,1.516967126193,2.0,0.0,142.0,157.5,37.0
7239,105.333333333333,4,1.1578947368421102,2,55.5230769230769,0.0477475948807339,157.5,49.0
7248,105.333333333333,122,4.29166666666667,2,1.873015873015875,0.0164862357073888,207.5,49.0
7258,,,,,,,,
7260,105.333333333333,40,1.1578947368421102,2,9.20454545454546,0.0007716055231481,207.5,49.0
7261,105.333333333333,70,1.1578947368421102,2,87.8472222222222,0.01562660932726,157.5,49.0
7267,77.6125,82,4.76190476190476,2,35.31666666666665,0.3792472680981021,207.5,49.0
7273,105.333333333333,209,1.1578947368421102,2,88.530303030303,0.0900127172227891,157.5,49.0
7275,105.333333333333,123,4.0,2,35.31666666666665,0.3479368966070679,207.5,49.0
7284,105.333333333333,52,5.095833333333335,2,43.77777777777778,0.5000006278061551,157.5,2
7295,,,,,,,,
7289,30.4516129032258,213,1.516967126193,2,92.2307692307692,0.0900127172227891,157.5,49.0
7297,105.333333333333,72,4.95,2,35.31666666666665,0.200021436043403,207.5,49.0
7308,,,,,,,,
7329,105.333333333333,221,5.095833333333335,2,3.35714285714286,0.0900255172293427,157.5,49.0
7315,,,,,,,,
7345,,,,,,,,
7350,12.36,46,1.516967126193,2.0,2.1111111111111103,1.0,157.5,49.0
7354,30.4516129032258,79,1.1578947368421102,2,32.9411764705882,0.250064018438488,157.5,49.0
7360,30.4516129032258,26,1.516967126193,2,104.260416666667,0.120652826256731,157.5,49.0
7372,,,,,,,,
7403,105.333333333333,104,1.1578947368421102,2,15.7575757575758,0.281682621441299,157.5,49.0
7406,,,,,,,,
7409,105.333333333333,237,1.1578947368421102,2,6.8461538461538485,0.263888473642433,157.5,49.0
7411,30.4516129032258,61,1.1578947368421102,2,31.5625,5.388259911854461e-05,207.5,49.0
7418,30.4516129032258,34,1.1578947368421102,2,2.8333333333333304,0.459359999959355,157.5,49.0
7465,105.333333333333,116,1.1578947368421102,2,92.4578313253012,0.223020150968428,157.5,49.0
7467,,,,,,,,
7479,30.4516129032258,70,1.1578947368421102,2,232.12,3.0,157.5,49.0
7498,105.333333333333,256,1.1578947368421102,2,30.972972972973,0.416580199231674,157.5,49.0
7513,77.6125,4299,5.095833333333335,2,12.0714285714286,0.0,207.5,9
7517,,,,,,,,
7518,30.4516129032258,264,2.803846153846155,2.0,43.2,0.416580199231674,157.5,49.0
7523,,,,,,,,
7529,,,,,,,,
7548,12.36,5,1.516967126193,2.0,0.0,4.0,157.5,37.0
7556,12.36,72,1.516967126193,2,49.1730769230769,1.0,157.5,49.0
7576,105.333333333333,281,1.1578947368421102,2,9.92156862745098,0.152777292839559,157.5,49.0
7598,12.36,124,2.803846153846155,2.0,19.5,1.0981509385721,157.5,49.0
7612,105.333333333333,291,1.1578947368421102,2,10.4545454545455,0.130012717255557,157.5,49.0
7627,77.6125,100,5.095833333333335,2,12.25,0.0117401982920498,157.5,49.0
7636,,,,,,,,
7641,105.333333333333,15,1.1578947368421102,2,37.9464285714286,0.587544745765626,157.5,49.0
7642,,,,,,,,
7656,105.333333333333,82,2.803846153846155,2,40.74285714285711,1.16207509646656,157.5,49.0
7665,77.6125,608.0,5.17241379310345,2,59.5862068965517,0.0,207.5,49.0
7667,77.6125,305,5.095833333333335,2,19.5,0.757164004342913,157.5,49.0
7672,105.333333333333,309,5.095833333333335,2,24.0,0.416580199231674,157.5,49.0
7685,77.6125,4385,5.095833333333335,2,0.0,0.0,207.5,49.0
7690,105.333333333333,113,5.5625,2,20.375,51.0,157.5,2
7691,105.333333333333,310,1.1578947368421102,2,21.361111111111104,0.3893342034887369,157.5,49.0
7704,105.333333333333,608.0,4.16666666666667,2,26.3333333333333,0.0,207.5,49.0
7709,,,,,,,,
7718,77.6125,0,5.095833333333335,2,19.625,0.0,157.5,9
7711,105.333333333333,320,5.095833333333335,2,2.375,0.278223022685863,157.5,49.0
7720,71.1666666666667,608.0,5.095833333333335,2,44.5,0.0,207.5,9
7722,77.6125,4395,5.095833333333335,2,25.5,0.0,207.5,49.0
7725,30.4516129032258,608.0,4.142857142857141,2,9.714285714285714,0.0,207.5,2
7733,105.333333333333,275,5.10526315789474,2,48.4210526315789,51.0,157.5,9
7723,105.333333333333,87,1.1578947368421102,2,63.521126760563405,0.507571710875609,157.5,49.0
7727,,,,,,,,
7735,30.4516129032258,323,1.1578947368421102,2,22.5,0.145893637226739,157.5,49.0
7855,30.4516129032258,354,1.1578947368421102,2,56.1333333333333,0.152777292839559,157.5,49.0
7754,105.333333333333,53,5.095833333333335,2,31.4,0.27083428700765,157.5,9
7760,,,,,,,,
7816,105.333333333333,4424,2.803846153846155,2.0,51.57142857142861,919.0,157.5,49.0
7767,,,,,,,,
7843,105.333333333333,4431,5.095833333333335,2,69.9411764705882,0.0,157.5,49.0
7759,105.333333333333,4404,5.095833333333335,2,53.0,0.498628257887371,157.5,49.0
7863,30.4516129032258,356,4.25,2,40.898989898989896,0.152777292839559,207.5,2
7860,105.333333333333,4,1.1578947368421102,2,104.983870967742,0.0,157.5,49.0
7869,105.333333333333,121,2.803846153846155,2,22.5263157894737,0.9999656676952758,157.5,49.0
7870,,,,,,,,
7898,105.333333333333,361,1.1578947368421102,2,69.7333333333333,0.145893637226739,157.5,49.0
7885,77.6125,0,5.095833333333335,2,69.26315789473679,0.0,157.5,9
7875,12.36,40,1.516967126193,2,145.904761904762,0.0,157.5,49.0
7909,30.4516129032258,4445,5.0,2,35.31666666666665,0.0,85.0,9
7918,105.333333333333,17,5.095833333333335,2,31.5714285714286,1.4999618530273402,157.5,49.0
7928,,,,,,,,
7925,,,,,,,,
7933,105.333333333333,380,5.095833333333335,2,19.72727272727269,0.757164004342913,207.5,49.0
7949,105.333333333333,385,1.1578947368421102,2,106.228571428571,0.152777292839559,157.5,49.0
7958,30.4516129032258,13,1.1578947368421102,2,91.1818181818182,0.7576904296875,157.5,9
7966,12.36,5,3.2,2,35.31666666666665,0.1152263374485599,207.5,49.0
7976,105.333333333333,63,5.095833333333335,2,73.6363636363636,0.318181355797966,157.5,37.0
7991,77.6125,292,5.095833333333335,2,143.5,191.0,157.5,9
8005,30.4516129032258,0,1.1578947368421102,2,210.588235294118,0.0,157.5,37.0
7995,30.4516129032258,2,1.1578947368421102,2,149.23287671232902,0.142857142857143,157.5,49.0
8020,30.4516129032258,30,1.1578947368421102,2,32.5277777777778,0.626995317120616,207.5,49.0
8039,77.6125,4462,5.095833333333335,2,53.5454545454545,0.0,157.5,9
8036,,,,,,,,
8040,77.6125,4463,5.095833333333335,2,78.5454545454545,0.0,157.5,49.0
8050,77.6125,405,5.095833333333335,2,79.5,335.0,157.5,49.0
8062,30.4516129032258,297,1.1578947368421102,2.0,24.0,7.0,157.5,49.0
8116,105.333333333333,69,5.095833333333335,2,224.333333333333,0.971678166410108,157.5,49.0
8059,,,,,,,,
8121,105.333333333333,427,5.095833333333335,2,3.85714285714286,0.263888473642433,157.5,49.0
8146,105.333333333333,32,5.095833333333335,2,37.0,24.0,157.5,49.0
8149,,,,,,,,
8123,,,,,,,,
8150,105.333333333333,139,1.1578947368421102,2,130.830508474576,118.0,157.5,49.0
8183,,,,,,,,
8171,105.333333333333,2,5.095833333333335,2,24.4,1.0,207.5,9
8182,,,,,,,,
8191,12.36,33,1.516967126193,2,10.375,3.0,157.5,49.0
8197,30.4516129032258,40,1.1578947368421102,2.0,117.411764705882,0.998986958064961,157.5,49.0
8200,,,,,,,,
8217,,,,,,,,
8236,105.333333333333,52,1.1578947368421102,2,158.581395348837,0.249999999966917,157.5,49.0
8247,105.333333333333,474,1.1578947368421102,2,127.654320987654,0.0900127172227891,157.5,49.0
8267,30.4516129032258,156,1.516967126193,2,57.921875,0.250064017375232,157.5,49.0
8258,30.4516129032258,61,2.803846153846155,2.0,55.78571428571429,16.0,157.5,49.0
8277,12.36,6,1.1578947368421102,2,64.3333333333333,0.96875,157.5,49.0
8338,105.333333333333,9,5.095833333333335,2,13.5,0.395823807346441,157.5,9
8432,105.333333333333,6,5.095833333333335,2,75.0,0.671875,207.5,9
8345,12.36,504,1.1578947368421102,2.0,0.222222222222222,413.0,157.5,49.0
8475,105.333333333333,27,2.803846153846155,2,37.5,22.0,157.5,9
8505,105.333333333333,771,5.095833333333335,2,159.888888888889,0.0003248470032455,157.5,49.0
8484,105.333333333333,11,5.095833333333335,2,187.666666666667,0.3763823265423629,157.5,49.0
8507,,,,,,,,
8632,77.6125,1,5.095833333333335,2,105.428571428571,0.0,157.5,9
8660,,,,,,,,
8661,77.6125,19,5.095833333333335,2,93.7142857142857,0.0019844770453524,157.5,2
8676,,,,,,,,
8684,,,,,,,,
8690,30.4516129032258,608.0,4.77777777777778,2,117.0,0.0003248467704149,207.5,49.0
