,nuc,aexp,nd,ns,age,la,ld
1141,355.5,99.5,4.0,2,14.25824175824175,54.0,6
1158,,,,,,,
1155,1.81818181818182,29.5,4.0,2,0.545454545454545,256.0,60.5
1160,378.0,55.0,5.0,2,22.75,102.5,15.0
1164,323.0,99.5,3,2,35.30555555555555,256.0,87
1157,55.3809523809524,70,4,2,35.30555555555555,308.0,16.0
1165,490.333333333333,99.5,4.0,2,35.30555555555555,59,15.0
1163,266.0,113.0,5.0,2,70.8333333333333,256.0,15.0
1166,137.5,99.5,4.0,2,35.30555555555555,163,14
1162,24.496794871794904,99.5,3,2,195.0,256.0,93
1169,,,,,,,
1167,,,,,,,
1173,330.0,113.0,4,2,35.30555555555555,128.0,16.0
1174,,,,,,,
1168,,,,,,,
1180,,,,,,,
1172,137.5,113.0,4,2,35.30555555555555,247,15.0
1179,,,,,,,
1176,282.0,29.5,4,2,35.30555555555555,256.0,60.5
1182,,,,,,,
1178,765.0,55.0,4.0,2,8.0,54.0,15.0
1186,221.125,113.0,3,2,35.30555555555555,102.5,9
1189,791.5,99.5,4.0,2,51.5,54.0,15.0
1184,344.4,113.0,3,2,3.8805555555555546,102.5,8
1183,,,,,,,
1185,,,,,,,
1193,43.2820512820513,10,5,3,35.30555555555555,128.0,16.0
1191,,,,,,,
1196,178.333333333333,29.5,4.0,2,35.30555555555555,255,2
1203,830.0,29.5,4.0,2,18.0,54.0,15.0
1197,313.33333333333303,113.0,4,2,35.30555555555555,256.0,16.0
1198,416.0,99.5,4.0,2,4.25,256.0,60.5
1200,205.5,99.5,4.0,2,35.30555555555555,123,16.0
1199,,,,,,,
1201,563.333333333333,113.0,4.0,2,10.0,128.0,15.0
1220,,,,,,,
1206,438.75,29.5,5.0,2,17.53260869565215,308.0,4
1209,562.666666666667,67,4.0,2,35.30555555555555,128.0,16.0
1211,416.75,55.0,5.0,2,35.30555555555555,128.0,7
1212,,,,,,,
1217,572.666666666667,29.5,4.0,2,31.3333333333333,54.0,15.0
1223,137.5,55.0,3,2,35.30555555555555,226,18
1218,241.42857142857105,99.5,4,2,35.30555555555555,102.5,28.5
1229,313.83333333333303,55.0,5.0,2,35.30555555555555,128.0,7
1221,434.0,99.5,5.0,2,35.30555555555555,85,16.0
1222,3.4,99.5,5,2,214.4,128.0,16.0
1219,,,,,,,
1225,291.16666666666697,55.0,4.0,2,35.30555555555555,114,16.0
1228,482.2,99.5,3,3,3.8805555555555546,102.5,15.0
1227,75.2916666666667,99.5,4.0,2,140.75,256.0,60.5
1232,273.0,99.5,5.0,2,14.25824175824175,128.0,13
1237,137.5,99.5,4.0,2,35.30555555555555,156,15
1234,593.666666666667,55.0,4.0,2,124.333333333333,128.0,15.0
1244,486.25,99.5,5.0,2,55.75,102.5,16.0
1236,,,,,,,
1230,859.0,113.0,4.0,2,35.30555555555555,54.0,4
1233,634.666666666667,99.5,4.0,2,20.6666666666667,54.0,15.0
1252,,,,,,,
1261,928.0,99.5,4.0,2,65.0,128.0,16.0
1240,,,,,,,
1241,601.666666666667,99.5,4.0,2,35.30555555555555,256.0,16
1265,377.0,113.0,5.0,2,332.4,128.0,15.0
1266,643.0,99.5,3,2,35.30555555555555,54.0,2
1259,137.5,113.0,4.0,2,0.0,128.0,10
1248,,,,,,,
1271,,,,,,,
1262,,,,,,,
1270,401.2,113.0,4,2,35.30555555555555,256.0,16.0
1267,144.13333333333298,55.0,5,2,275.0,128.0,16.0
1268,,,,,,,
1273,24.496794871794904,55.0,5,2,35.30555555555555,44,16.0
1278,,,,,,,
1277,6.0,99.5,4.0,2,988.0,128.0,60.5
1281,,,,,,,
1287,66.35416666666666,72,4,2,35.30555555555555,256.0,2
1275,30.0,99.5,4.0,2,57.0,54.0,15.0
1280,55.3809523809524,99.5,4.0,2,35.30555555555555,146,6
1276,24.496794871794904,7,5.0,2,328.48,256.0,16.0
1286,,,,,,,
1288,45.5,99.5,4,2,14.25824175824175,256.0,16.0
1291,19.5,113.0,4.0,2,35.30555555555555,126,16.0
1296,17.2857142857143,99.5,5,2,35.30555555555555,85,60.5
1285,,,,,,,
1283,45.3333333333333,99.5,4.0,2,267.0,54.0,15.0
1302,,,,,,,
1307,29.0,99.5,4.0,2,18.6666666666667,54.0,2
1282,,,,,,,
1304,,,,,,,
1319,18.0909090909091,29.5,3,2,35.30555555555555,256.0,7
1311,10.6666666666667,99.5,4.0,2,124.666666666667,128.0,16.0
1299,,,,,,,
1316,55.3809523809524,99.5,5.0,2,152.0,128.0,8
1305,24.496794871794904,99.5,4.0,2,32.0,101,15.0
