test_idx,candidate_id,nuc,arexp,ent,ns,age,asexp,la,ld,proba0,proba1,num_features_changed,dist_unit_l2
19108,0,5.44444444444444,334.116666666665,2.10478233935671,3.0,58.77777777777778,0.499975330535428,33.0,16.0,0.500004519829273,0.49999548017072704,1,0.27943473103236893
19125,0,4.375,12.5,0.873134751875942,1.0,25.75,14.0,271.0,31.0,0.5000055023945977,0.49999449760540227,1,0.7641315865874945
19142,0,14.727272727272696,172.833333333333,1.998852648778625,1.0,93.1818181818182,146.0,2.0,102.0,0.5000073237081694,0.49999267629183064,2,14.905997242140257
19148,0,58.75,174.833333333333,1.3692316697571856,1.0,21.5,148.0,147.0,2.0,0.5000017570882348,0.4999982429117652,1,0.056628534163912864
19184,0,3.76923076923077,82.5,2.3109597567359206,3.0,28.03846153846149,0.858018395588927,2.0,205.0,0.5000128977466427,0.4999871022533573,2,41.19718862038664
19236,0,11.6,0.0,0.9270959220925794,1.0,19.8,0.0,263.0,60.0,0.5000032974678548,0.49999670253214523,1,0.764197207445266
19312,0,10.8,2480.75000000016,1.1172914803744312,1.0,127.2,1386.0,312.0,13.0,0.5000006564516443,0.49999934354835573,1,0.34833569421072286
19379,0,33.04,193.666666666667,1.9124746446742538,1.0,442.68,120.0,92.0,92.0,0.5000096116710119,0.4999903883289881,1,2.0570807300119185
19450,0,4.0,3714.60396825389,0.6890716713495579,1.0,63.25,665.0,477.0,2.0,0.5000169588162823,0.4999830411837177,1,0.7593059984102439
19524,0,7.58333333333333,24.5,1.1567995322701101,2.0,35.25,1.56298880279064,241.0,52.0,0.5000038218223212,0.49999617817767883,1,0.8085081254500821
19565,0,4.9,2689.08333333352,2.5034038688526774,2.0,4.05,0.9999999544843092,2.0,111.0,0.5000095692057063,0.4999904307942938,2,16.104927352855228
19608,0,13.9,3.0,1.2140832584521917,1.0,6.7,3.0,196.0,116.0,0.5000010818590785,0.4999989181409215,1,1.1310357854536732
19633,0,0.153846153846154,1.0,2.1185323219518404,1.0,0.153846153846154,1.0,2.0,364.0,0.5000065138913642,0.4999934861086358,2,22.01211287535184
19634,0,27.76666666666669,133.198376623377,1.0448448080690391,1.0,40.0,16.0,355.0,560.0,0.5000636047825584,0.49993639521744165,1,2.293372719888817
19648,0,1.33333333333333,3.0,0.6658436308928062,1.0,1.6666666666666698,2.0,316.0,5.0,0.5000104102266547,0.4999895897733453,1,0.5602009924049798
19662,0,344.882352941176,134.087265512266,2.04617412867959,4.0,207.29411764705893,0.0205281563685316,272.0,425.0,0.5000250570806586,0.49997494291934147,1,0.8907326131933171
19663,0,9.5,29.5,0.6152400635063072,1.0,47.7,31.0,384.0,200.0,0.5000009474555277,0.4999990525444723,1,0.8135545734335168
19676,0,9.2,30.5,1.479681949078755,2.0,55.0666666666667,1.5629888267722,168.0,98.0,0.5000258431274398,0.49997415687256025,1,0.9116858926427631
19705,0,0.3529411764705879,2781.750000000189,2.4278421237408416,2.0,8.823529411764712,0.9999999544843092,2.0,1.0,0.5000088108859805,0.4999911891140195,2,31.71270812699304
19949,0,14.5,33.5,1.5076881716159123,1.0,30.3333333333333,35.0,119.0,103.0,0.5000020291927747,0.4999979708072253,1,0.09411867958683168
19950,0,150.25,3562.6768037515794,3.95870181172216,11.0,18.8,0.0999999486841882,80.59245133399963,327.0,0.5000026625915239,0.4999973374084761,1,22.859259300123405
20030,0,8.20481927710843,3117.5000000002,2.8535521518043967,2.0,552.373493975904,0.9999999544843092,2.0,0.0,0.5000166580981824,0.49998334190181765,2,172.9856953895563
20177,0,0.0,3630.91966089443,1.0326674588216702,2.0,0.0,0.865100861049788,416.580078125,5.0,0.5000114726376582,0.4999885273623418,1,4.525627008142851
20180,0,33.2272727272727,229.529148629149,2.489443187347963,3.0,70.0454545454545,0.0014247423749905,2.0,329.0,0.5000004995528333,0.4999995004471666,2,38.03724599425522
20249,0,22.285714285714302,3653.24953102429,2.43320990504501,2.0,22.657142857142897,0.865100861049788,329.97265625,1277.0,0.5000779156165827,0.4999220843834173,1,21.257237362495427
20370,0,7.25,34.0,1.116870573277272,1.0,95.1666666666667,36.0,246.0,153.0,0.5000221738728774,0.4999778261271226,1,0.8726792103109401
20530,0,222.416666666667,262.335772560772,3.4028578753784298,9.0,7.30555555555556,1.88168001304147e-06,57.22265625,494.0,0.5000022664248946,0.4999977335751054,1,20.78202796377329
20570,0,124.28846153846202,0.0,2.209024010866999,3.0,0.25,0.0,2.0,0.0,0.5000385670582375,0.49996143294176254,2,68.11177759756094
20598,0,139.242424242424,82.7499999999998,3.4337361205501145,7.0,23.2878787878788,0.595238123134324,112.0,1235.0,0.5000045274187819,0.4999954725812181,1,1.4692628246162964
20604,0,89.08,3664.487806637541,2.8081440141875498,7.0,12.05,0.1637511899803649,262.0349338054657,490.0,0.5000196509428674,0.49998034905713257,1,10.36191674320142
20650,0,1.5357142857142905,3582.250000000189,1.8608254628753134,1.0,6.857142857142861,2248.0,163.0,188.0,0.5000112139429063,0.4999887860570937,1,1.5788011937596327
20887,0,25.0,172.333333333334,1.421879920249613,3.0,44.4,0.500000002579427,215.0,28.0,0.5000066836724439,0.4999933163275561,1,0.7552991235174074
20974,0,8.0,3759.42557720029,1.5310124140159687,1.0,11.0,249.0,254.0,28.0,0.5000043718219079,0.49999562817809207,1,0.13317974100805546
21021,0,13.3076923076923,3778.801695526409,2.094434200207889,1.0,57.3076923076923,7329.0,29.0,88.0,0.5000031461395849,0.49999685386041515,1,0.3138188949904622
21083,0,6.23076923076923,20.0,2.0843530405144595,1.0,30.61538461538461,13.0,2.165771484375,289.0,0.5000028322723646,0.49999716772763536,2,13.89137144494594
21102,0,1.0,8.0,2.1082452162364866,1.0,25.3333333333333,8.0,2.0,329.0,0.5000024948795292,0.4999975051204708,2,12.325478159162861
21232,0,2.5833333333333304,316.035231435231,1.8156728771663704,1.0,22.3333333333333,58.0,28.60400390625,35.0,0.5000395082020802,0.4999604917979198,1,12.55770975832255
21266,0,17.625,84.2833333333333,1.9845470744889662,2.0,62.875,0.9991863260625252,18.0,12.0,0.5000087812340105,0.4999912187659895,1,0.5876258263038472
21315,0,17.6,3974.6475468974,1.660833948040675,1.0,3.2,408.0,239.0,82.0,0.5000009838668287,0.4999990161331713,1,0.04939811531553501
21355,0,3.3333333333333304,4007.80634920622,1.1116470519258663,2.0,2.0,0.865100861049788,412.0,0.0,0.5000020038384954,0.4999979961615047,1,1.0764374383305213
21395,0,14.8586956521739,4012.9069264068,2.532105865037119,6.0,127.902173913043,0.195370271064715,1011.0,3610.0,0.5000013535034113,0.49999864649658865,1,1.9620585684907592
21443,0,31.5714285714286,55.25000000000011,1.7260013595774597,2.0,55.57142857142861,0.999996305385568,88.0,10.0,0.5000091457369525,0.49999085426304746,1,0.41250108317247786
21445,0,26.975609756097608,169.750000000001,1.1737996951971563,3.0,14.4512195121951,0.166666666664918,314.0,195.0,0.5000498429672818,0.49995015703271817,1,2.792696920398005
21496,0,8.72727272727273,4093.71666666678,2.66261478609014,2.0,47.63636363636361,0.99609370448249,22.0,74.0,0.500003899399704,0.499996100600296,1,0.35739059533031936
21851,0,8.04545454545454,4071.69769119761,1.7869476884849802,1.0,33.545454545454504,531.0,238.0,204.0,0.5000051229100997,0.49999487708990026,1,0.1669088873524967
21910,0,11.375,153.727380952381,2.0474130334576284,1.0,333.5,510.0,6.0,12.0,0.5000033672074689,0.49999663279253115,1,0.471781216275467
21934,0,244.461538461538,1.0,2.8836907718228364,7.0,0.256410256410256,0.0,2.0,0.0,0.5000202002024134,0.4999797997975865,2,74.91579074790567
21996,0,15.2222222222222,4093.13697691193,2.084145693385799,1.0,62.6666666666667,7560.0,32.0,34.0,0.5000161618542183,0.4999838381457818,1,0.6024567904265755
22089,0,9.29411764705882,0.0,0.32727769584064936,3.0,239.17647058823505,0.0,564.0,157.0,0.5000554585501428,0.4999445414498572,1,1.8987488553557685
22125,0,6.66666666666667,2.0,2.332122688140799,1.0,24.0,2.0,2.0,598.0,0.5000009178789492,0.4999990821210508,2,17.56691387439295
22144,0,20.5,4107.914826839699,0.9999011708584632,1.0,0.0,599.0,617.784255027771,967.0,0.500027297627834,0.49997270237216596,1,7.7712729270082725
22169,0,0.0869565217391304,33.0,1.876933964172162,1.0,0.652173913043478,19.0,2.0,64.0,0.500005981563659,0.499994018436341,2,16.196150982532973
22176,0,17.75,4123.21443001423,1.3902032366854,3.0,0.0,0.462454274069125,433.0625,225.0,0.5001677311379821,0.4998322688620179,1,40.897389516368854
22177,0,27.0,1.0,1.523027212478271,2.0,65.0,0.5,141.0,9.0,0.5000094448089829,0.49999055519101715,1,0.34260466300348863
22227,0,12.423076923076902,4.0,0.5544963325561747,1.0,86.3461538461538,4.0,418.0,249.0,0.5000815390977176,0.49991846090228237,1,2.3103302057344157
22276,0,8.92,5.0,2.5538390528460955,2.0,9.16,1.03125,2.0,702.0,0.5000033120097618,0.4999966879902383,2,28.923641988982972
22306,0,410.958333333333,51.0,2.8851736109367065,6.0,0.0,0.167463991769547,2.0,1.0,0.500009969861229,0.499990030138771,2,37.85490827867377
22418,0,263.911764705882,7.33333333333333,2.9151623120300734,7.0,2.08823529411765,0.167499653500761,2.0,16.0,0.5000073754685377,0.49999262453146226,2,32.91407106977858
