,nuc,aexp,nd,ns,age,la,ld
1081,630.0,24,5.0,2,3.25,10,10
1189,401.5,124,5.0,2,51.5,7,1
1225,,,,,,,
1255,,,,,,,
1075,,,,,,,
1184,344.4,89,4,2,7.575,114,8
1078,622.0,84,3,2,115.5,18.0,7.0
1140,495.0,135,2,2,29.6666666666667,63.0,7.0
1244,486.25,126,2,2,55.75,68.0,52.0
1068,,,,,,,
1288,,,,,,,
1307,,,,,,,
1230,,,,,,,
1135,,,,,,,
1261,585.0,167,2,2,56.4722222222222,37.5,22.0
1146,465.5,249,3,2,1.33333333333333,30.0,37.0
1214,,,,,,,
1137,,,,,,,
1057,,,,,,,
1203,,,,,,,
1120,,,,,,,
1254,,,,,,,
