,nuc,aexp,nd,ns,age,asexp,la,ld
5770,4.769230769230768,23.5,5,6,115.0,0.537988683212231,0.0,35
5760,0.0851063829787234,507,4,2,261.0,1.0799741193348,0.0,37
5717,13.6,64.5,3,2,53.4,3.24845932482276e-05,0.0,7
5790,4.0,7.0,1,2,91.5,0.167467837515468,0.0,4
5774,16.75,0.0,1,2,31.0,1.3435388752605502,0.0,8
5811,0.0,238,4,2,66.0,1.3435388752605502,0.0,93
5784,,,,,,,,
5988,,,,,,,,
5985,20.5,667,9,4,0.0,0.345849331705114,0.0,130
5863,48.0,268,1,2,216.0,1.3435388752605502,0.0,0.0
5859,84.0,746,1,1,0.0,35.0,0.0,62
5936,19.375,20.5,3,2,279.125,0.0013732915999966,0.0,95
6003,0.0,688,3,4,603.375,0.0166675068942937,1.0,22
4971,10.3333333333333,0.0,2,2,98.6666666666667,0.167467837515468,0.0,2558.0
5052,33.5,235,2,8.0,24.0,0.1254732310808319,0.0,0.0
4911,6.85,0.0,9,5,0.0,0.256656616364497,0.0,89
5039,22.5,0.0,1,1.0,171.0,1.0799741193348,0.0,2
5094,17.6666666666667,0.0,3,3,133.333333333333,0.527503408288304,46.5,2558.0
4905,7.5,0.0,1,7.0,33.5,0.167467837515468,0.0,16
5214,12.555555555555598,321,2,6.0,0.0,0.2231457196213299,0.0,101
5237,3.52631578947368,0.0,5,1,4.05263157894737,109.0,0.0,0.0
5245,0.0,339,8,4,84.6666666666667,0.255878687444241,0.0,400.0
5416,16.4432989690722,0.0,32,21,48.45360824742272,0.240584182418603,0.0,0.0
5283,0.0,0,1.0,6,72.67647058823529,0.0,0.0,79
5424,0.229166666666667,471,13,1,263.756097560976,0.0,0.0,251
5466,9.4,0.0,1.0,3,78.2,0.0537040082014023,0.0,43
5337,0.0,396,7,8.0,182.846153846154,0.0055341022396657,0.0,72
5437,,,,,,,,
5478,4.33333333333333,506,2,4.0,71.6666666666667,172.0,0.0,0.0
5481,11.45,67,7,4,255.55,0.0,0.0,0.0
5594,7.78571428571429,567,5,3,0.0,0.0005588683215173,0.0,2558.0
5486,9.4,509,11.5,1,0.0,22.0,0.0,36
5528,14.0,73.0,3,1,0.0,27.0,101,2558.0
5499,0.0454545454545455,75,1,2,8.75,1.3435388752605502,0.0,2558.0
5817,16.875,242,18.0,3,161.75,1.19341567583229,0.0,0.0
5684,0.0,19.5,6,1,172.70588235294102,190.0,0.0,96
5871,17.75,2.0,1,6.0,10.5,1.0799741193348,1.0,15
5918,33.6666666666667,33.0,3,1.0,52.3333333333333,1.0799741193348,0.0,3
5909,6.8,0.0,5,3,265.66666666666697,0.0170705921244375,0.0,2168.0
