,nuc,aexp,nd,ns,age,la,ld
1209,562.666666666667,67,2,2,82.6666666666667,74,35
1214,364.5,115,2,2,31.0,7,0
1217,572.666666666667,17,2,2,31.3333333333333,6,3
1220,19.538461538461497,47.5,6,2,136.230769230769,156,41
1223,260.0,43,5,2,45.125,226,18
1225,291.16666666666697,21,2,2,159.666666666667,114,52
1229,313.83333333333303,28,3,2,146.666666666667,60,7
1227,75.2916666666667,128,2,2,140.75,393,374
1230,364.5,98,2,2,51.0,14,4
1248,299.428571428571,47.5,5,2,36.0,216,88
1252,115.315789473684,143,4,1,453.684210526316,191,19
1232,273.0,110,3,2,16.571428571428598,69,13
1255,364.5,47.5,2,2,132.0,15,10
1258,364.5,21,2,2,22.5,36,3
1233,634.666666666667,112,2,2,20.6666666666667,29,3
1234,593.666666666667,44,2,2,124.333333333333,106,1
1237,622.0,47.5,2,2,127.666666666667,156,15
1240,166.916666666667,47.5,4,2,66.6666666666667,339.0,0
1268,364.5,49,7,2,80.0,97.0,462
1244,486.25,126,3,2,55.75,213,47
1241,601.666666666667,121,2,2,43.0,293,16
1254,364.5,27,2,2,102.0,12,0
1261,364.5,167,2,2,65.0,43,27
1259,618.666666666667,92,2,2,0.0,65,10
1262,364.5,193,2,2,155.333333333333,296,77
1285,364.5,71,4,2,106.294871794872,634,543
1286,27.027027027027,47.5,4,3,65.054054054054,172,127
1266,643.0,196,3,2,90.0,11,5
1271,364.5,0,6,2,99.1666666666667,237,576
1296,17.2857142857143,47.5,6,3,189.42857142857105,85,137
1297,364.5,47.5,8,2,78.5789473684211,339.0,31.0
1275,30.0,47.5,1,2,57.0,16,3
1278,15.5,202,1,2,9.5,346,14
1302,364.5,3,9,2,123.684210526316,339.0,229
1280,70.5,47.5,1,2,113.5,146,6
1282,26.5,47.5,1,2,124.5,165,44
1277,6.0,47.5,2,2,119.5,70,119
1287,28.857142857142897,72,4,2,43.28571428571429,634,10
1288,45.5,47.5,4,2,26.0,776,32
1299,5.0,55,1,2,6.0,492,92
1301,60.8,127,3,2,0.0,81,0
1305,2.0,148,1,2,32.0,101,2
1306,76.5,39,1,2,108.0,105,0
1304,25.4285714285714,47.5,5,2,119.5,302,134
1307,29.0,47.5,1,2,18.6666666666667,20,8
1311,10.6666666666667,155,1,2,124.666666666667,78,32
1316,71.75,47.5,3,2,152.0,96,8
1319,18.0909090909091,1,5,2,119.5,1538,7
