,nuc,aexp,nd,ns,age,la,ld
2901,31.3333333333333,76,1.0,1,100.333333333333,0.0,6
2508,182.25,132,2.5,1,103.5,0.0,0.0
2430,,,,,,,
2495,15.666666666666698,0.0,1.0,2,0.0,281,133
2486,0.0,44,1.0,1,133.142857142857,0.0,228
2691,,,,,,,
2898,,,,,,,
2505,,,,,,,
2877,0.0,42,1.0,1,77.8,0.0,11
2667,181.111111111111,568,4,1,0.0,0.0,0.0
