,nuc,aexp,nd,ns,age,asexp,la,ld
5918,20.0,614,1,1,0.33687943262411346,1.0799741193348,92.0,3
5985,20.5,667,1,1,77.08823529411765,59.5,92.0,130
5936,19.375,629,1,1,1.14285714285714,0.0013732915999966,92.0,17.0
5729,7.073387096774194,677,2.0,1,77.08823529411765,0.0097776056632119,45,1
5170,8.66666666666667,45,1,2.5,77.08823529411765,0.0,92.0,3
5564,20.0,124,2,1,77.08823529411765,59.5,53,3
5634,20.0,455,2.0,1,77.08823529411765,0.166338686541857,51,1
5871,17.75,563,2.0,1,0.4,59.5,88,3
4905,7.073387096774194,119,2.0,1,33.5,59.5,92.0,16
6003,9.25,688,1,1,42.9722222222222,0.0166675068942937,92.0,22
4961,9.25,171,1,5,77.08823529411765,59.5,92.0,911
4971,10.3333333333333,136,2,1,77.08823529411765,59.5,18.5,17.0
5002,9.25,202,1,2.5,51.5,22.0,92.0,17.0
5027,3.42222222222222,72,1,2.5,6.09090909090909,59.5,92.0,624
5052,20.0,235,2,1,17.5,59.5,18.5,15
5187,5.25,295,1,2.5,77.08823529411765,90.0,92.0,17.0
5214,12.555555555555598,321,9.0,1,77.08823529411765,0.2231457196213299,92.0,17.0
5249,7.073387096774194,343,1,2.5,72.5833333333333,201.0,92.0,1727
5257,10.0,489.0,1,2.5,13.75,36.0,92.0,20.0
5294,3.42222222222222,374,1,2.5,77.08823529411765,10.0,92.0,62
5299,7.073387096774194,376,1,2.5,15.9411764705882,201.0,92.0,75
5321,9.25,388,1,2.5,17.5,146.0,92.0,79
5379,9.25,435,1,6,41.9866666666667,59.5,92.0,17.0
5386,7.073387096774194,346,3.0,1,14.5,59.5,92.0,3
5389,9.25,14,1,1,17.5,0.0,92.0,17.0
5424,9.25,471,1,2.5,263.756097560976,64.0,92.0,17.0
5437,9.25,28,1,2.5,77.08823529411765,1.0,92.0,329
5528,7.073387096774194,166,1,2.5,77.08823529411765,27.0,92.0,27
5583,3.42222222222222,136,1,2.5,77.08823529411765,11.0,92.0,77
5684,9.25,636,1,1,77.08823529411765,190.0,92.0,17.0
5706,20.0,660,1,7,77.08823529411765,59.5,92.0,562
5774,7.073387096774194,222,2.0,1,31.0,59.5,92.0,8
5784,9.25,705,1,1,67.0526315789474,146.5,92.0,17.0
5790,9.25,518,1,1,77.08823529411765,59.5,92.0,4
5988,7.428571428571429,670,3.0,1,6.0,59.5,92.0,17.0
5180,3.42222222222222,2,2.0,2,77.08823529411765,0.0,92.0,1
5274,7.073387096774194,291,3.0,2.5,10.0,37.0,92.0,3
4974,9.25,181,3.0,2.5,16.25,59.5,92.0,3
4978,9.25,185,2.0,2.5,40.1,10.0,92.0,17.0
4993,7.073387096774194,198,2.0,2.5,33.0,19.0,92.0,17.0
5057,20.0,238,2.0,2.5,17.5,62.0,18.5,4
5087,20.0,205.0,2.0,2.5,23.3333333333333,13.0,74,17.0
5089,20.0,264,2.0,2.5,68.0,74.0,18.5,17.0
5169,9.25,283,1,2.5,77.08823529411765,9.0,92.0,17.0
5322,9.25,389,2.0,2.5,77.08823529411765,37.0,92.0,5
5356,9.25,416,2,2.5,77.08823529411765,41.0,92.0,17.0
5486,7.073387096774194,509,2,2.5,77.08823529411765,22.0,92.0,17.0
5499,7.073387096774194,75,2.0,2,8.75,59.5,92.0,17.0
5577,3.5,131,2.0,2.5,77.08823529411765,59.5,92.0,1
5585,7.073387096774194,424.5,2.0,2.5,77.08823529411765,22.0,63,49
5815,7.073387096774194,794.0,2,2.5,10.4,245.0,92.0,17.0
5859,20.0,746,2.0,2.5,17.5,35.0,18.5,62
