,nuc,aexp,nd,ns,age,asexp,la,ld
11390,0.0,91,1,1,2.77777777777778,131.5,165.0,76.0
11435,0.882352941176471,171.5,7,1,30.1176470588235,98.0,78.5,91.0
9396,34.1428571428571,141.5,5,4,203.5,95.5,37.5,329.0
9431,32.1,28,23,2.0,212.66666666666652,137.0,63.5,1542.0
9616,3.76,23.5,22,1.0,11.84,145.5,124.0,1150.0
9862,22.67307692307689,14.0,1.0,7,8.846153846153848,110.5,132.5,1124.0
10483,52.75,101.5,1.0,4,256.0,0.3330078125,354,55.0
10740,2.46666666666667,12.0,6,3,81.0,101.0,12.0,547.0
10900,,,,,,,,
11334,,,,,,,,
9977,14.91145833333335,128,3.0,1,81.25,117.0,89.0,729.0
11386,21.5686274509804,22.5,16,3.0,52.454545454545496,151.5,75.5,959.0
