,nuc,aexp,nd,ns,age,la,ld
1248,12.748251748251748,47.5,5,2,36.0,126.0,88
1250,36.6428571428571,21,3,2,20.125,917,20
1229,364.5,28,3,1,146.666666666667,13.0,1
1254,234.5,27,2,1,102.0,67.0,0
1255,364.5,376,2,2,132.0,15,10
1230,4.16233766233766,98,2,1,51.0,14,1
1233,4.16233766233766,112,2,1,20.6666666666667,13.0,1
1232,234.5,110,3,1,16.571428571428598,67.0,1
1237,4.16233766233766,47.5,2,1,127.666666666667,13.0,1
1265,116.666666666667,91.5,3,1,332.4,13.0,2
1241,4.16233766233766,47.5,2,1,43.0,13.0,1
1268,116.666666666667,49,7,2,80.0,97.0,462
1244,486.25,126,3,1,55.75,13.0,1
1252,52.9,143,13,1,453.684210526316,67.0,1
1259,618.666666666667,92,2,1,0.0,13.0,1
1275,4.16233766233766,47.5,1,1,57.0,16,3
1261,4.16233766233766,91.5,2,1,65.0,13.0,1
1262,4.16233766233766,47.5,2,1,155.333333333333,40.0,1
1278,4.16233766233766,47.5,1,1,9.5,13.0,14
1270,401.2,114.5,4,1,362.0,13.0,2
1273,52.9,114.5,5,1,222.111111111111,13.0,2
1280,4.16233766233766,47.5,1,1,29.118055555555557,13.0,6
1283,4.16233766233766,47.5,2,1,267.0,21,2
1282,4.16233766233766,47.5,1,1,29.118055555555557,13.0,44
1286,364.5,47.5,23,3,119.5,13.0,127
1276,116.666666666667,91.5,3,1,328.48,13.0,2
1277,4.16233766233766,47.5,2,1,988.0,13.0,2
1267,364.5,31,9,1,275.0,53,1
1296,17.2857142857143,47.5,6,3,189.42857142857105,85,137
1266,4.16233766233766,47.5,3,1,90.0,11,1
1301,4.16233766233766,127,3,1,0.0,81,0
1299,4.16233766233766,55,1,1,6.0,13.0,92
1302,12.748251748251748,3,9,2,123.684210526316,67.0,229
1305,2.0,148,1,1,32.0,13.0,2
1307,4.16233766233766,47.5,1,1,18.6666666666667,20,8
1308,4.16233766233766,1,1,1,241.0,14,10
1271,1.33333333333333,47.5,6,1,99.1666666666667,13.0,1
1285,364.5,71,32,2,106.294871794872,126.0,2
1311,4.16233766233766,47.5,1,1,29.118055555555557,13.0,32
1291,4.16233766233766,84,2,1,388.333333333333,13.0,2
1304,25.4285714285714,114.5,5,1,629.142857142857,13.0,2
1281,24.1666666666667,67,6,1,181.75,67.0,1
1319,116.666666666667,114.5,5,1,623.5454545454551,13.0,2
1287,28.857142857142897,91.5,4,1,43.28571428571429,13.0,1
1288,364.5,222,4,1,26.0,13.0,1
1316,162.0,47.5,3,1,152.0,67.0,1
