,nuc,aexp,ndev,nd,age,asexp,la,ld
7247,0.0,761.5,0.0,3.0,162.923076923077,142.0,12.0,99.0
8191,,,,,,,,
7711,,,,,,,,
7958,,,,,,,,
7759,20.60434782608695,685.0,6.36363636363636,5,53.0,1239.0,57.5,662.0
7909,17.75,987.0,5.0,4,108.333333333333,429.0,0,516.0
7350,0.166666666666667,41.5,0.166666666666667,5.0,5.851648351648355,1.0,3,446.0
7224,55.309523809523796,165.0,14.55,5,8.33333333333333,28.0,4,491.5
7863,,,,,,,,
8247,,,,,,,,
7289,7.183333333333335,213,0.6923076923076921,12.5,214.333333333333,50.0,110.0,4224.0
7009,233.72916666666652,54,1.40909090909091,13.5,12.4,0.50137637661182,32.0,5320.0
7174,,,,,,,,
7200,,,,,,,,
7267,,,,,,,,
7667,,,,,,,,
7709,,,,,,,,
