,nuc,arexp,nd,ns,age,la,ld
11081,1.61904761904762,33.0,9,1,35.0,8.0,2713.0
11082,1.3,16.5,5,2,12.8,15.0,1268.0
11087,17.9,119.0,5,1,15.8,5.0,383.0
11124,1.67543859649123,28.0,14,2,17.6451612903226,5.0,2463.0
11115,,,,,,,
11128,58.1818181818182,156.75,12,1,128.969696969697,19.5,4779.0
11134,13.5,1.0,13,2,12.166666666666698,1.0,749.0
11144,2.080208333333335,65.5,18,1,23.058823529411807,7.0,2111.0
11170,23.148148148148103,271.25,11,1,4.8148148148148096,14.0,445.0
11202,1.67543859649123,37.0,19,2,377.073170731707,17.0,2463.0
11275,130.409090909091,2.0,13,1,24.4090909090909,0.0,438.5
11205,42.3548387096774,141.0,21,1,25.612903225806487,3.0,2867.0
11236,75.0,17.5,9,1,70.0666666666667,3.0,1255.5
11281,36.23809523809521,163.75,11,1,59.5238095238095,24.5,2043.0
11290,50.63636363636361,21.0,7,1,145.090909090909,8.0,288.0
11311,0.0,246.0,3,2,0.0,14.0,1786.0
11384,2.85714285714286,3.5,12,2,69.625,5.0,4275.0
11391,113.6875,4.0,8,1,17.25,12.0,166.0
11439,72.1,252.25,7,1,36.0,1.0,3103.5
11413,15.927710843373498,10.0,10,1,264.650602409639,5.0,459.0
11451,8.2183908045977,152.5,11,1,467.793103448276,10.0,2463.0
11466,8.346153846153848,283.25,11,1,402.673076923077,21.5,460.0
11468,2.2,156.75,8,1,12.0,0.0,974
11544,37.0,15.75,8,1,12.9565217391304,22.5,3103.5
11546,42.2530120481928,156.5,16,1,83.578313253012,7.0,807.0
11549,10.3428571428571,185.0,16,1,46.9428571428571,2.0,1768.0
11609,,,,,,,
11572,15.289156626506,53.0,12,1,28.5421686746988,0.0,678.5
11588,2.21052631578947,37.0,15,1,52.1379310344828,8.0,2867.0
11643,47.589743589743605,66.0,13,1,149.128205128205,16.0,2463.0
11685,27.103448275862107,4.0,22,1,47.7931034482759,0.0,2467.0
11691,66.23809523809521,18.5,15,1,40.5714285714286,1.0,460.0
11683,58.5909090909091,210.0,10,1,18.0,9.0,1808.5
11703,40.7647058823529,2.0,6,1,13.0,10.0,284.0
11732,1.64285714285714,32.0,16,1,40.2424242424242,13.0,1949.0
11845,1.68496240601504,63.8333333333335,16,1,46.4285714285714,1.0,2939.0
11764,82.8823529411765,16.5,12,1,69.5294117647059,4.0,837.0
11769,32.030303030303,15.75,9,1,61.3333333333333,15.0,3567.5
11836,82.71428571428571,20.0,15,1,52.2285714285714,15.0,1806.5
11781,0.954545454545455,10.5,8,1,24.8181818181818,2.0,440.5
11840,4.35135135135135,84.75,21,1,182.40540540540505,3.0,3870.5
11765,68.6111111111111,0.5,7,1,36.9444444444444,18.0,3315.0
11862,29.7058823529412,10.0,26,1,43.74117647058821,4.0,1768.0
11858,51.0909090909091,159.5,8,1,57.3181818181818,19.5,423.0
11874,40.6666666666667,5.0,3,1,92.1666666666667,2.0,3315.0
11923,23.857142857142897,13.25,18,1,120.142857142857,6.0,3315.0
11941,73.125,0.0,6,1,23.35416666666665,23.5,4779.0
11927,33.5283018867925,16.5,28,1,139.301886792453,1.0,757.0
11940,1.970196078431375,15.0,5,1,39.2727272727273,3.0,1655.0
11964,36.682539682539705,136.5,23,1,22.1269841269841,10.0,809.0
11971,23.2,10.0,8,1,4.8,10.0,431.0
11973,3.0523399014778345,18.0,11,1,22.15625,5.0,3705.5
11985,2.88888888888889,61.16666666666679,16,1,90.75,13.0,2276.0
9651,58.875,43.75,25.0,1,21.2083333333333,3.0,821.5
9829,3.7,168.0,13,1,17.5757575757576,16.0,2867.0
9680,70.6666666666667,135.5,8,1,1.7735042735042748,18.0,2463.0
9839,89.9411764705882,10.5,2.0,1,9.176470588235288,15.0,1640.0
9887,0.6190476190476191,76.0,14,1,2.3076923076923097,1.0,1204.0
9890,3.53301886792453,5.0,15,1,41.44,7.0,1204.0
10213,1.8333333333333304,15.75,5,2,274.727272727273,1.0,4779.0
10265,0.916666666666667,127.0,25,1,131.066666666667,16.0,2639.0
10285,2.13636363636364,16.5,1,1,5.0,6.0,2427.5
10320,35.70833333333335,168.0,5,1,16.3846153846154,4.0,2463.0
10368,2.93181818181818,10.5,4,1,2.0416666666666696,12.0,2463.0
10556,3.1666666666666696,137.0,3,1,5.33333333333333,3.0,451.0
10635,16.8888888888889,116.5,3,1,3.0912698412698396,0.0,1949.0
10760,3.48076923076923,158.5,10,2,2.16279069767442,1.0,2602.0
10644,8.5,149.5,4,2,15.26,1.0,1.0
10674,2.88888888888889,306.5,8,1,35.6111111111111,7.0,426.0
10929,24.857142857142897,108.0,10,1,0.90282131661442,4.0,408.5
11032,2.2,5.0,17,1,3.93939393939394,6.0,3315.0
11036,1.66025641025641,16.5,7,1,53.875,1.0,2867.0
10937,57.68,1644.0,13,3.0,38.0,10.0,3870.5
11027,,,,,,,
11063,1.8421052631578896,164.75,1,1,149.5,1.0,2427.5
11105,36.875,268.0,3,1,1.31818181818182,11.0,2552.5
11157,2.84615384615385,292.0,27,1,156.391891891892,4.0,342.0
11177,5.28260869565217,135.5,20,2,2.0625,8.0,2053.0
11295,1.75595238095238,6.0,10,1,42.0,9.0,1255.5
11260,2.2,182.0,10,1,38.6206896551724,1.0,417.0
11304,2.19047619047619,10.0,7,1,19.6,13.0,697.0
11321,470.0,167.0,11,1,0.125,7.0,235
11390,4.89736842105263,320.0,10,1,34.72,9.0,3103.5
11438,405.0,147.75,14,1,2.09090909090909,6.0,489
11430,7.511363636363635,10.5,10,1,325.52,11.0,2867.0
11510,1.66025641025641,0.0,6,2,3.18181818181818,6.0,3315.0
11562,3.574685534591195,201.0,14,1,69.1,14.0,1994.0
11597,8.15394736842105,10.0,8,3.0,58.4,10.0,1614.0
11657,5.577380952380951,159.5,9,1,32.5357142857143,8.0,3513.0
11826,382.5,70.5,10,1,138.939393939394,0.0,460.0
11975,21.846153846153804,193.5,9,1,1.09090909090909,10.0,426.0
11916,310.0,199.5,4,1,0.0,22.5,7
11977,2.51851851851852,160.75,8,1,176.733333333333,8.0,460.0
11693,2.88888888888889,160.0,1.0,1,39.34375,20.5,2463.0
