,nuc,arexp,nd,ns,age,la,ld
11653,58.25,267.5,3,1,69.0,1.0,339
11691,66.23809523809521,39.0,15,1,40.5714285714286,1.0,252
11703,40.7647058823529,16.0,6,1,13.0,1.0,105
11820,128.9,2.0,6,1,46.8,1.0,8
11861,68.0,10.0,6,1,71.25,1.0,18
11874,40.6666666666667,25.0,3,1,92.1666666666667,1.0,258
11890,60.7446808510638,115.533333333333,18,1,92.2553191489362,1.0,130
11940,51.0,15.0,5,1,39.2727272727273,1.0,2
11941,,,,,,,
11949,33.5384615384615,47.5,6,1,57.461538461538495,1.0,60
11953,,,,,,,
11973,20.09375,18.0,11,1,22.15625,1.0,430
11975,21.846153846153804,19.0,9,1,90.92307692307692,1.0,35
9629,18.0,3.0,5,1,7.83333333333333,1.0,3
9632,0.76984126984127,1473.9166666666,7,1,27.8064516129032,1.0,344
9636,,,,,,,
9651,58.875,2.0,12,1,21.2083333333333,1.0,102
9695,,,,,,,
9729,0.424242424242424,0.0,7,1,26.8452380952381,6.0,42
9788,57.0625,1439.83333333329,19,1,43.6666666666667,1.0,1750
9792,,,,,,,
9810,59.8181818181818,191.0,7,1,0.0476190476190476,1.0,265
9829,38.4848484848485,17.5,13,1,17.5757575757576,0.0,508
9836,49.365079365079346,196.0,3,1,0.1052631578947369,1.0,1805
9862,,,,,,,
9886,,,,,,,
9887,0.6190476190476191,105.5,14,1,38.35416666666665,1.0,823
9894,1.1764705882352902,106.0,2,1,86.6,1.0,44
9896,2.22222222222222,3.0,6,1,84.1111111111111,0.0,293
9977,1.0,9.0,4,1,0.0,1.0,0
10120,112.325,55.0,5,1,12.0,1.0,4
10245,,,,,,,
10247,1.032727272727275,1462.66666666663,7,1,5.33333333333333,1.0,126
10286,49.4,25.0,3,1,97.1111111111111,1.0,30
10323,0.1,896.833333333356,6,1,12.526315789473696,1.0,193
10367,1.050505050505055,1.0,6,1,41.2727272727273,1.0,243
10380,31.035714285714302,54.0,10,1,49.511904761904745,1.0,124
10405,12.6923076923077,17.0,1.0,2,35.5769230769231,1.0,154
10410,,,,,,,
10415,44.775,458.666666666667,6,1,27.5,1.0,8
10419,0.0,1.5,11,1,27.6666666666667,1.0,84
10423,9.23333333333333,104.5,7,1,0.024390243902439,1.0,104
10457,,,,,,,
10485,18.375,5.0,11,1,37.95,1.0,164
10534,,,,,,,
10556,98.5,3.0,3,1,5.33333333333333,0.0,1
10570,1.18181818181818,87.5,5,1,40.75,1.0,9
10606,1.04838709677419,2.0,1.0,2,8.54838709677419,1.0,44
10623,,,,,,,
10659,35.8571428571429,3.0,8,1,75.8571428571429,0.0,56
10676,1.52380952380952,4.0,7,1,48.75,1.0,34
10680,,,,,,,
10682,,,,,,,
10705,63.69565217391301,11.0,12,1,0.0,1.0,130
10706,0.588235294117647,6.0,5,2,24.1176470588235,2.0,118
10716,44.8,0.0,6,1,8.2,1.0,5
10760,5.23255813953488,0.0,1.0,2,2.16279069767442,2.0,5
10762,38.1724137931034,16.0,19,1,0.0,1.0,169
10795,9.96,108.833333333333,8.5,1,27.6,1.0,186
10800,65.3461538461538,3.0,11,1,0.0,1.0,175
10804,,,,,,,
10842,79.8571428571429,1.0,13,1,48.8,1.0,36
10851,59.41666666666665,7.0,12,2,27.7,1.0,386
10864,,,,,,,
10872,81.6153846153846,288.16666666666697,7,1,0.0,1.0,50
10874,36.384615384615394,57.0,1.0,1,37.1538461538462,1.0,110
10882,31.5714285714286,255.5,15.5,1,82.1428571428571,1.0,19
10924,0.25,6.0,8,1,39.77777777777779,1.0,16
10936,,,,,,,
10941,34.3333333333333,9.0,1.0,1,0.0,653,21
10962,7.86666666666667,5.5,12,1,117.066666666667,1.0,94
10992,11.4,3.0,5,1,55.3,1.0,280
11004,47.1818181818182,67.5,8,1,0.0,1.0,1272
11010,30.9166666666667,63.5,10.5,1,36.4166666666667,1.0,12
11030,0.52,0.0,1.0,2,54.36,3.0,3
11082,,,,,,,
11087,17.9,5.5,5,1,15.8,6.0,114
11110,,,,,,,
11115,77.0,210.5,7,1,0.49358974358974356,1.0,333
11136,3.80645161290323,18.0,1.0,2,29.048387096774203,1.0,1245
11157,,,,,,,
11163,28.42307692307689,18.0,13,1,0.0,4.0,361
11165,1.21153846153846,5.0,11,2,6.76923076923077,1.0,554
11170,23.148148148148103,62.0,1.0,1,4.8148148148148096,1.0,251
11172,1.2,1.0,3,1,3.45454545454545,1.0,115
11233,0.8888888888888891,90.9999999999999,15,1,118.098765432099,1.0,193
11260,44.6206896551724,4.0,10,1,38.6206896551724,1.0,180
11290,50.63636363636361,26.3333333333333,7,1,264.5,1.0,89
11295,,,,,,,
11304,,,,,,,
11321,101.105263157895,0.0,11,1,33.7894736842105,1.0,235
11342,0.197674418604651,1.0,5,1,9.63636363636364,1.0,67
11363,61.5757575757576,6.66666666666667,13,1,0.032258064516129,1.0,235
11376,,,,,,,
11390,82.16,22.5,10,1,0.0,1.0,90
11410,,,,,,,
11413,,,,,,,
11429,0.142857142857143,20.0,1.0,2,1.28571428571429,13.0,14
11438,,,,,,,
11454,18.125,2.0,2,1,80.5,1.0,32
11510,9.36206896551724,0.0,6,2,10.9137931034483,1.0,7.0
11513,29.1333333333333,72.25,8,1,13.8666666666667,0.0,57
11530,112.5,196.833333333334,6,1,41.0,1.0,7.0
11544,67.5,258.0,8,1,12.9565217391304,1.0,1238
11546,0.285714285714286,24.0,16,1,83.578313253012,1.0,450
11549,10.3428571428571,241.750000000001,16,1,0.0,1.0,281
11589,,,,,,,
11597,67.1,4.0,8,1,58.4,1.0,203
11601,52.3636363636364,4.0,10,1,17.0454545454545,0.0,72
11639,42.45,263.83333333333303,10,1,68.2173913043478,1.0,971
11643,47.589743589743605,78.6666666666665,13,1,0.0,3.0,161
11750,,,,,,,
11765,68.6111111111111,5.0,7,1,0.0,1.0,264
11769,,,,,,,
11781,0.954545454545455,79.6666666666666,1.0,1,24.8181818181818,2.0,62
11826,66.030303030303,7.5,10,1,138.939393939394,1.0,114
11836,82.71428571428571,42.0,15,1,52.2285714285714,1.0,1.0
11845,39.3571428571429,6.0,16,1,46.4285714285714,1.0,173
11851,4.0,17.0,7,1,42.8967032967033,2.0,4037
11862,,,,,,,
11878,46.375,8.0,1.0,1,0.04,455,514
11880,72.0,0.0,5,1,35.56,1.0,424
11902,33.575757575757606,11.0,22,1,0.024390243902439,6.0,877
11923,,,,,,,
11924,,,,,,,
11931,32.695652173913004,27.5,12.5,1,86.4782608695652,9.0,13
11938,107.608695652174,2.0,12,1,83.304347826087,0.0,277
11942,3.4447261663286053,1.0,18,1,89.86,1.0,750
11963,,,,,,,
11965,16.4047619047619,35.5,11,1,0.024390243902439,1.0,167
11967,12.1052631578947,16.0,10,1,0.0,10.0,12
11971,23.2,0.5,8,1,4.8,1.0,3
11977,1.292857142857145,17.5,8,1,176.733333333333,562,96
12000,40.3333333333333,8.41666666666667,1.0,1,0.565217391304348,453,49
9644,0.142857142857143,5.0,6,1,2.5833333333333304,1.0,31
9680,1.18181818181818,3.0,8,1,38.5,1.0,44
9735,0.1,237.0,2,1,30.55434782608695,1.0,273
9755,1.307894736842105,4.0,6,1,17.5555555555556,334,189.0
9787,10.0,0.0,1.0,1,0.0,4.0,273
9825,1.135258358662615,5.0,10,1,8.64,1.0,311
9839,1.050505050505055,5.5,10,1,9.176470588235288,1.0,30
9857,48.864864864864906,203.0,12,1,81.15,1.0,0.0
9870,55.4444444444444,110.0,11.5,1,63.916118421052644,2.0,21
9878,1.72727272727273,4.0,1.0,1,13.0909090909091,9.0,11
9906,40.73214285714285,6.0,10,1,27.535714285714302,0.0,116
9932,,,,,,,
9944,0.153846153846154,6.0,11,1,1.1568627450980402,1.0,561
9965,83.0,10.5,13,1,69.4,1.0,179
9966,,,,,,,
10047,5.41666666666667,65.5,1.0,1,48.22222222222221,1.0,622
10152,40.0,1434.8333333333096,20,1,75.9871794871795,1.0,519.0
10199,41.6428571428571,3.0,8,1,12.7692307692308,1.0,64
10277,83.0,2.0,9,2.0,100.65,1.0,15
10283,0.0,6.0,4,1,25.5,0.0,611
10285,42.7142857142857,6.0,1,1,5.0,1.0,468
10368,1.6,66.0,4,1,2.0416666666666696,0.0,1170
10392,1.23076923076923,3.0,13,1,28.548387096774203,1.0,49
10404,,,,,,,
10407,2.19047619047619,6.0,12,1,25.804347826087,1.0,286
10414,0.545454545454545,10.0,12,1,23.0222222222222,1.0,149
10416,,,,,,,
10435,3.5833333333333304,37.0,5,1,0.0,1.0,4.0
10464,33.3333333333333,58.5,9,1,0.024390243902439,1.0,1.0
10486,0.0810810810810811,4.0,3,1,45.3333333333333,1.0,72
10494,1.050505050505055,11.5,9,1,48.2727272727273,1.0,117
10540,0.882352941176471,5.5,8,1,19.9393939393939,4.0,156
10564,10.0645161290323,22.0,1.0,1,0.0,1.0,310
10577,3.36065573770492,0.5,16,3,0.0,2.0,40
10580,4.66666666666667,0.5,1.0,1,38.2083333333333,1.0,2
10589,0.181818181818182,2.0,1.0,3.0,0.545454545454545,1.0,0
10590,1.032727272727275,1344.41666666671,2,1,0.0,1.0,392
10597,,,,,,,
10630,0.266666666666667,8.0,19,1,55.6216216216216,1.0,44
10619,0.941176470588235,3.0,9.5,2,5.35294117647059,1.0,471.5
10644,,,,,,,
10649,1.050505050505055,12.5,13,1,102.214285714286,1.0,68
10652,0.393548387096774,3.0,12,2,34.5714285714286,7.0,127
10692,0.426229508196721,1.5,13,2,86.6,2.0,1
10697,1.02,40.0,4,1,15.3888888888889,1.0,7.0
10713,6.0,82.5,23,1,0.0,1.0,7.0
10735,,,,,,,
10774,1.0,5.5,13,1,27.575757575757603,1.0,258
10780,,,,,,,
10788,51.3333333333333,113.0,27,2,1.2910052910052952,0.0,2.0
10801,96.5,3.0,8,3,41.6769230769231,1.0,1.0
10812,0.8888888888888891,3.0,6,3,53.9,1.0,42
10908,0.0,3.0,5,2,1.0,13.0,15
10911,,,,,,,
10929,24.857142857142897,5.0,1.0,1,13.5714285714286,1.0,67
10930,0.0,21.0,5,1,11.142857142857098,1.0,226
10948,40.4285714285714,68.0,10.5,1,58.375,1.0,237
10999,0.882352941176471,21.0,3,1,0.0,2.0,4
11000,1.47619047619048,8.0,5,1,29.8,1.0,6
11008,,,,,,,
11020,,,,,,,
11027,,,,,,,
11032,1.02,4.0,17,1,140.0,1.0,96
11036,0.0555555555555556,4.0,7,1,53.875,1.0,862
11051,1.032727272727275,4.0,9,1,39.0,1.0,80
11057,,,,,,,
11059,0.8888888888888891,10.5,9.5,1,23.8823529411765,1.0,161
11063,1.050505050505055,5.5,1,1,1.96363636363636,600,439
11081,46.9375,5.0,9,1,35.0,1.0,192.5
11089,5.18181818181818,5.0,15,2,0.0,1.0,7.0
11091,1.92682926829268,3.0,12,1,101.809523809524,1.0,344
11101,2.17391304347826,0.0,1.0,2,9.47826086956522,1.0,798.0
11105,86.3,151.333333333333,3,1,53.761513157894754,1.0,2
11124,0.833333333333333,4.0,14,2,17.6451612903226,1.0,324
11128,0.818181818181818,230.500000000001,12,1,181.0,1.0,98
11134,1.16666666666667,17.0,13,2,24.96875,1.0,185
11140,11.5,1.0,1.0,1,133.8,11.0,626.5
11144,,,,,,,
11177,0.0555555555555556,7.0,20,2,20.9347826086957,1.0,1.0
11183,0.142857142857143,4.0,12,2,5.0,1.0,306
11187,0.153846153846154,31.0,1.0,2,14.6060606060606,12.0,142
11202,,,,,,,
11205,1.050505050505055,6.0,21,1,25.612903225806487,1.0,770
11209,3.8,32.0,5,2,0.0,1.0,1.0
11214,1.23076923076923,5.0,5,1,143.5,1.0,30
11224,,,,,,,
11225,,,,,,,
11226,0.19047619047619,55.83333333333335,6,1,32.9090909090909,1.0,208
11236,0.35,6.0,9,1,70.0666666666667,0.0,53
11242,0.222222222222222,5.5,6,1,22.0714285714286,1.0,5
11275,0.8888888888888891,63.0,13,1,24.4090909090909,0.0,132
11281,36.23809523809521,258.0,11,1,146.0,4.0,1.0
11311,,,,,,,
11314,13.0,2.0,4,1,0.0952380952380952,1.0,118
11356,,,,,,,
11384,1.32456140350877,3.0,12,2,69.625,1.0,257
11391,0.166666666666667,78.0,8,1,0.04,1.0,593
11430,0.116279069767442,4.0,10,1,325.52,0.0,313
11439,72.1,9.5,7,1,104.8,1.0,179
11466,0.1,7.0,11,1,402.673076923077,1.0,184
11467,0.1,6.0,6,1,79.2727272727273,1.0,13
11468,95.0909090909091,4.0,8,1,12.0,1.0,974
11483,2.45941558441558,7.0,18,1,0.148148148148148,1.0,245
11501,0.333333333333333,6.0,11,1,47.225,1.0,847
11532,41.088888888888896,6.0,15,1,21.6222222222222,2.0,1.0
11588,47.8275862068966,37.0,15,1,0.833333333333333,1.0,345.0
11593,0.142857142857143,5.0,15,1,33.2285714285714,1.0,61
11609,0.285714285714286,4.0,7,2,15.4107142857143,1.0,985
11620,108.0,195.500000000001,5,1,0.0,1.0,2.0
11658,52.1666666666667,1304.5,11.5,1,95.6666666666667,2.0,182
11685,0.916666666666667,11.0,22,1,47.7931034482759,0.0,1448
11693,34.25,2.0,1.0,1,39.34375,1.0,272
11725,67.0,277.333333333332,6,1,40.3333333333333,1.0,700
11728,,,,,,,
11732,1.1263297872340452,3.0,16,1,40.2424242424242,2.0,609
11764,0.0,4.0,12,1,69.5294117647059,1.0,48
11779,1.0,8.0,4,1,40.42727272727275,1.0,98
11831,30.53846153846149,4.0,8,1,0.0,1.0,77
11840,,,,,,,
11846,,,,,,,
11858,51.0909090909091,5.5,8,1,0.0769230769230769,1.0,158
11882,29.8524590163934,9.0,1.0,2,14.0819672131148,1.0,7.0
11898,,,,,,,
11926,30.2105263157895,4.0,7,1,45.03947368421055,6.0,166
11964,102.5,15.0,1.0,1,22.1269841269841,1.0,476
9663,0.46536796536796554,127.5,6,1,144.375,0.0,304
9688,1.1010101010100999,1.0,1.0,1,111.486111111111,1.0,1255.5
9851,0.0,4.0,1.0,1,116.553191489362,1.0,149
9917,1.07878787878788,4.0,8,1,31.88372093023255,1.0,109
10121,0.0,13.75,21,1,0.0,1.0,258
10248,,,,,,,
10282,0.0,4.0,1.0,1,0.0,794,8
10287,,,,,,,
10310,1.1010101010100999,2.0,5,1,102.6666666666665,29.0,121
10320,,,,,,,
10425,,,,,,,
10428,0.8888888888888891,4.0,12,2,0.024390243902439,1.0,24
10452,0.0,3.0,1.0,1,9.08333333333333,2.0,214
10478,48.9,4.0,18,1,114.5,1.0,296
10509,52.8,105.0,3,1,135.2,1.0,556.0
10523,,,,,,,
10622,49.1176470588235,2.0,1.0,1,0.024390243902439,11.0,55
10625,0.0694444444444444,4.0,8,3,3.73684210526316,1.0,3.0
10702,53.033333333333346,3.0,1.0,1,110.235294117647,2.0,243
10704,13.5789473684211,3.0,1.0,1,27.7368421052632,0.0,0.0
10772,0.116279069767442,17.5,6,1,0.0,0.0,296
10839,171.25,19.0,1.0,1,0.0,1.0,166
10937,1.1503759398496252,3.0,13,1,46.75757575757575,1.0,618
10958,0.0555555555555556,20.0,8.5,2,0.0,1.0,3
11045,0.0,3.0,5,1,95.9060606060606,1.0,64
11298,0.0810810810810811,3.0,14,1,103.5,1.0,321.5
11396,77.95,16.0,1.0,2,0.0,2.0,24
11401,,,,,,,
11569,0.222222222222222,35.5,7,1,51.0454545454545,1.0,7.0
11572,1.032727272727275,5.5,12,1,0.0,1.0,419
11657,0.916666666666667,5.0,9,1,82.3121212121212,1.0,355
11661,91.80113636363635,7.0,10,1,128.363636363636,1.0,1.0
11683,58.5909090909091,4.0,17.0,1,0.0,1.0,1447
11816,58.4285714285714,3.0,4,1,44.3846153846154,0.0,1.0
11823,1.032727272727275,4.0,4,1,27.625,1.0,104.5
11877,73.4642857142857,5.0,1.0,1,16.5,1.0,302
11927,,,,,,,
11985,,,,,,,
9890,0.0694444444444444,3.0,1.0,1,98.2857142857143,1.0,66
10703,0.0,48.0,2,1,0.024390243902439,0.0,1.0
11451,0.116279069767442,6.0,11,1,0.0,1.0,1.0
11590,70.44505494505495,5.0,10,1,0.0,1.0,381.5
11623,1.032727272727275,0.5,1.0,4,0.0,1.0,31
