,nuc,aexp,nd,ns,age,asexp,la,ld
5486,9.4,424.5,2,1,77.08823529411765,5.0,92.0,17.0
5424,9.25,22.0,13,1,77.08823529411765,5.0,92.0,251
5528,14.0,97.0,3,1,77.08823529411765,5.0,92.0,17.0
5585,7.073387096774194,424.5,1,1,77.08823529411765,5.0,63,17.0
5594,7.78571428571429,424.5,5,3,77.08823529411765,59.5,92.0,17.0
5599,9.625,205.0,6,4,77.08823529411765,59.5,92.0,17.0
5630,7.928571428571429,424.5,3,2,77.08823529411765,59.5,92.0,17.0
5631,3.42222222222222,205.0,3.0,2,77.08823529411765,59.5,37,3
5684,9.25,424.5,6,1,77.08823529411765,472.0,92.0,96
5706,20.0,424.5,24,7,77.08823529411765,59.5,92.0,562
5729,7.073387096774194,424.5,1,2,77.08823529411765,59.5,18.5,2
5759,9.25,424.5,3.0,2,77.08823529411765,59.5,43,2
5760,20.0,424.5,4,2,77.08823529411765,59.5,92.0,37
5770,9.25,219,5,6,77.08823529411765,59.5,92.0,17.0
5509,20.0,165,1,1,1.240384615384615,1.0799741193348,92.0,18.0
5784,9.25,424.5,4,1,17.5,472.0,92.0,1169
5811,22.1666666666667,140.5,4,2,17.5,59.5,92.0,17.0
5466,9.4,336.5,3,3,17.5,59.5,92.0,4.5
5790,9.25,424.5,1,2,63.33333333333335,59.5,92.0,4
5918,20.0,424.5,3,2,17.5,59.5,92.0,3
5936,19.375,424.5,3,2,77.08823529411765,59.5,92.0,17.0
5985,20.5,424.5,9,4,77.08823529411765,59.5,92.0,17.0
5863,20.0,112.0,1,2,77.08823529411765,59.5,75,17.0
6003,9.25,424.5,3,4,77.08823529411765,59.5,92.0,22
5859,20.0,424.5,1,1,2.708333333333335,5.0,64,17.0
5129,13.5,205.0,10,3,1.240384615384615,161.5,92.0,12.5
