,nuc,aexp,nd,ns,age,asexp,la,ld
10753,22.25,1035.5,1,3,67.375,0.0,321,32
10027,3.2,7,2,2,4.1952380952380945,1.5,362,0
10258,0.0,29,18,2,11.725,52.5,1,417
11022,18.0434782608696,0,7,5,139.111111111111,0.08064,1,356
11542,,,,,,,,
10376,0.1,0,3,2,14.2222222222222,0.0002442291006392,448,21
9489,,,,,,,,
9582,26.2727272727273,0,1,7,8.42424242424242,0.0,2,301.5
9812,47.7272727272727,0,3,1,3.7272727272727297,41.0,643,2
11575,12.4,11,3,3,56.866666666666696,45.0,84,42
10118,0.0,2,3,1,25.875,52.5,532,383
10143,18.1875,4,19,2,1.15625,0.0833323039153173,4,4
10094,,,,,,,,
9942,4.46875,206,10,1,7.53125,0.6611328125,906.5,454
9562,,,,,,,,
9473,1.19047619047619,133.5,22,1,3.89285714285714,0.0,7573,2.5
11435,,,,,,,,
10108,1.58823529411765,23,4,4.5,99.0588235294118,65.5,1939,173
10577,23.8333333333333,7,4,2,4.25,0.845680892731515,187,36
9450,3.375,7,6,1,0.0,7.0,1115,70.5
10109,31.2,139,2,1,10.8,0.9848551480759199,671,755.5
9496,1.72,1,3,1,12.8,0.0025656228099251,2164,99
9872,0.6190476190476191,0,11,3.5,9.125,0.0,2709,0
10105,0.181818181818182,21,7,1,0.0,3.0,58.5,118
9862,3.6852380952380948,49,22,7,8.846153846153848,44.0,613,610
9977,,,,,,,,
11334,,,,,,,,
9557,2.51923076923077,13.0,6,1,0.0,16.0,6742,152
10916,0.0,1,6,2,7.4482758620689715,46.0,2131,160
9361,0.7111111111111109,80.5,5,5.5,0.0,4.0,3660,130
9393,1.18032786885246,2,7,1,13.8625,53.5,1821,0
9781,,,,,,,,
9523,1.0,8,9,1,0.0,45.0,2302,443.5
10193,3.63636363636364,91.0,13,1,18.772727272727305,4.0,1156,0
10327,34.25,9,5,4,416.5,0.4586982727050779,622.5,82
9836,4.75675675675676,190,1,4.5,17.108108108108098,79.0,400.0,411
9955,3.0,66,23.5,2.5,36.8571428571429,14.0,0,362
9950,2.04464285714286,0,8,4,0.5962962962962965,1.0,1066,15
10006,0.0,362.5,29,2,20.6276595744681,253.5,2474,1167
9432,,,,,,,,
10189,5.605555555555556,0,4,2,2.4,11.0,405,20
10217,6.48571428571429,30,11,1,144.6857142857145,451.5,2981,165
10257,0.0,0,16.0,1,86.5,39.5,2955,2480
10285,1.25,85,6.5,1,16.0,1.12535082595423,159.5,31
10325,1.6,74.0,5,1,63.9333333333333,0.8803147503430424,1122,0
10741,31.2,76,3,1,113.4,46.0,39.5,1773
10089,2.7391304347826098,0,7,4,11.5172413793103,0.0025656228099251,1760,166
9777,,,,,,,,
11565,46.25,0,19.5,1,4.875,0.844221443069859,237,96
11422,14.666666666666698,837.0,2,3,45.5833333333333,0.0018289907738534,81.5,43
10783,3.9479166666666696,108,3,2,125.695652173913,46.0,674,280
11137,21.857142857142897,2,7.5,1,96.2857142857143,52.5,2,50
11268,8.368421052631579,2,3,1,64.8421052631579,52.5,933,508.0
9371,0.166666666666667,30,2,1,0.4,53.5,718,58.0
10029,,,,,,,,
11104,0.5517241379310339,0,7,2,18.2857142857143,0.371049958847278,411,136
9564,1.32142857142857,38,21,2,457.090909090909,52.5,1722.0,1588
11271,0.285714285714286,261,7,3,12.825757575757551,0.0,302,94
9822,2.5,1,3,1,1.125,53.5,400.0,63.5
9909,0.8888888888888891,0,14,1,3.383152173913045,52.5,801,39
9949,1.95454545454545,624.0,3,2,23.4545454545455,49.0,29.0,365
9586,3.2,1423,3,2,0.7386363636363635,451.0,1778,1807
10470,3.89605734767025,10,7,2,30.8,46.0,1446,1
9438,1.22222222222222,7,8.5,3.5,344.140625,5.0,2724,108
11425,3.7666666666666697,117,4,2,4.84210526315789,0.437500009327901,105.0,24
11370,3.6733333333333347,20,8,2,5.074866310160425,0.0025656228099251,1089,62
9533,,,,,,,,
10093,,,,,,,,
