test_idx,candidate_id,nuc,aexp,nd,ns,age,la,ld,proba0,proba1,num_features_changed,dist_unit_l2
2367,0,2022.0,347.0,2.0,1.4898706078529358,1.0,11.0,9.0,0.5000300615966555,0.4999699384033444,1,489870607852.9358
2369,0,44.7692307692308,119.05078125,2.0,2.0,15.5384615384615,846.0,73.0,0.5000368891118747,0.49996311088812534,3,1000000000000.0
2370,0,1018.5,99.0,3.0,1.72412109375,10.75,160.0,48.0,0.5000732727128174,0.4999267272871825,1,724121093750.0
2371,0,1262.33333333333,105.0,2.0,1.314222812652588,6.33333333333333,17.0,1.0,0.5000054621815239,0.49999453781847614,1,314222812652.5879
2372,0,303.769230769231,106.0,2.992431640625,2.0,49.6153846153846,161.0,95.0,0.500008072898599,0.49999192710140095,2,1000000000000.0
2373,0,585.0,144.10888671875,3.0,2.0,23.71428571428569,354.0,156.0,0.5000265334792025,0.4999734665207975,2,1000000000000.0
2374,0,39.125,299.34059858322144,2.0,2.0,4.75,249.0,44.0,0.5000010056647887,0.49999899433521133,3,1000000000000.0
2375,0,730.666666666667,108.0,3.4989017248153687,2.0,20.5,194.0,10.0,0.5000472623854786,0.4999527376145214,1,1.0124769156776061
2376,0,579.0,109.0,3.6094703674316406,2.0,12.4285714285714,115.0,112.0,0.5000091546900589,0.49999084530994115,2,1000000000000.0
2378,0,551.285714285714,249.0,2.5791015625,2.0,57.28571428571429,4.0,52.0,0.5000356091794693,0.49996439082053074,2,13.654259443085241
2379,0,260.473684210526,101.0,2.3564453125,2.0,81.3684210526316,388.0,75.0,0.5001213759763862,0.4998786240236138,2,1000000000000.0
2380,0,476.444444444444,359.3616485595703,2.0,2.0,32.2222222222222,133.0,112.0,0.5000003898336778,0.49999961016632216,2,1000000000000.0
2381,0,234.238095238095,215.796142578125,2.0,2.0,127.142857142857,4.0,304.0,0.500030059565439,0.49996994043456094,4,1000000000000.0
2382,0,349.916666666667,122.0,2.0380859375,2.0,51.75,846.0,324.0,0.5000681226864505,0.4999318773135495,1,2.672274424994825
2383,0,1270.0,377.0,2.0,1.728759765625,4.66666666666667,12.0,1.0,0.5000938426629784,0.49990615733702154,1,728759765625.0
2384,0,1881.5,212.0,2.0,1.501953125,70.0,31.0,20.0,0.5000411549991048,0.49995884500089516,1,501953125000.0
2385,0,818.4,213.0,2.716796875,2.0,81.6,24.0,3.0,0.5000020213010102,0.49999797869898976,2,1000000000000.0
2386,0,665.333333333333,46.0,3.784912109375,2.0,34.8333333333333,98.0,8.0,0.5000451882927864,0.49995481170721356,2,1000000000000.0
2388,0,290.058823529412,158.13059490919113,2.0,2.0,55.1176470588235,585.0,26.0,0.5000091181402787,0.4999908818597213,2,5.033067914126427
2389,0,56.2,136.349609375,3.0,2.0,5.2,173.0,79.0,0.5000396867165161,0.4999603132834839,2,1000000000000.0
2390,0,86.46153846153852,284.74656438827515,2.0,2.0,57.65384615384621,4.0,38.0,0.5000012259487054,0.49999877405129456,3,9.842185935635293
2391,0,1.75,7.0,3.3390285968780518,2.0,57.375,47.0,41.0,0.5000057070386185,0.49999429296138154,2,1000000000000.0
2392,0,68.2,213.397216796875,2.0,2.0,8.4,547.0,28.0,0.5000316108782678,0.49996838912173225,2,1000000000000.0
2393,0,20.3529411764706,112.0,2.4365234375,1.999755859375,69.35294117647061,246.0,113.0,0.5000162780023533,0.49998372199764674,2,999755859375.0
2394,0,69.0,340.046688079834,2.0,2.0,4.5,107.0,5.0,0.5000029453290943,0.4999970546709057,2,1000000000000.0
2396,0,131.777777777778,265.1642361879349,2.0,2.0,18.111111111111104,357.0,86.0,0.500013761676491,0.49998623832350897,3,1000000000000.0
2397,0,93.0,359.0,2.0,1.9921875,4.33333333333333,37.0,12.0,0.5000993437394708,0.49990065626052915,1,992187500000.0
2399,0,63.0,114.0,2.0,1.7546985149383545,22.88888888888889,351.0,333.0,0.5000308997867293,0.4999691002132706,1,754698514938.3545
2400,0,48.75,192.41291999816895,2.0,2.0,92.25,92.0,0.0,0.5000007353485948,0.4999992646514052,2,1000000000000.0
2401,0,15.2608695652174,44.0,3.21875,2.0,0.03394616168478271,368.0,87.0,0.5000240610765534,0.4999759389234466,2,7.289685918530626
2402,0,126.2,146.0146484375,2.0,2.0,110.7,197.0,20.0,0.5000084126628881,0.49999158733711185,2,2.9453556417181255
2403,0,9.0,258.0,1.0,1.75244140625,17.0,496.0,279.0,0.5000195625739547,0.4999804374260452,1,752441406250.0
2404,0,8.64179104477612,246.0,11.246826171875,5.0,155.597014925373,211.0,208.0,0.5001304908029753,0.4998695091970246,1,3.8804625847302843
2405,0,0.0,41.0,2.157470703125,2.0,0.0,1064.0,0.0,0.500068620659833,0.49993137934016696,2,1000000000000.0
2406,0,13.7857142857143,124.0,2.04541015625,2.0,0.0,878.0,83.0,0.5000201617880028,0.4999798382119972,2,1000000000000.0
2410,0,20.4117647058824,47.0,3.0,1.755126953125,0.0,4.0,267.0,0.500044699863313,0.49995530013668693,3,755126953125.0
2411,0,44.75,258.061900138855,2.0,2.0,30.5,257.0,81.0,0.5000009058492552,0.49999909415074484,2,1000000000000.0
2412,0,25.5,212.0,2.0,2.0,87.75927734375,36.0,1.0,0.5000306662255711,0.4999693337744288,1,5.399799426170441
2413,0,47.6153846153846,14.0,3.08154296875,2.0,41.384615384615394,328.0,64.0,0.5000575458803809,0.49994245411961913,2,1000000000000.0
2414,0,61.2,1.0,3.6494140625,1.999755859375,9.4,170.0,8.0,0.5000073016559801,0.49999269834401994,2,999755859375.0
2415,0,30.0,103.0,1.0,1.4730290174484253,69.0,7.0,5.0,0.5000576528602613,0.49994234713973873,1,473029017448.4253
2416,0,6.09210526315789,209.0,2.493896484375,1.9990234375,0.0,314.0,242.0,0.5001013636550058,0.49989863634499415,3,999023437500.0
2417,0,4.33333333333333,125.0,3.0,1.79248046875,6.55555555555556,4.0,970.0,0.5000659117605943,0.4999340882394056,2,792480468750.0
2418,0,47.1428571428571,16.0,3.266357421875,2.0,37.4285714285714,210.0,39.0,0.5000343850609564,0.49996561493904357,2,1000000000000.0
2419,0,66.3333333333333,187.3032740354538,3.0,2.0,0.0,4.0,13.0,0.5000043568162142,0.4999956431837858,3,11.04601996792832
2420,0,7.0,220.6193380355835,2.0,2.0,0.0,617.0,256.0,0.5000083464775953,0.49999165352240466,2,6.9475209665660556
2421,0,107.5,301.2128440141678,2.0,2.0,41.5,46.0,13.0,0.5000099234860462,0.4999900765139537,2,1000000000000.0
2422,0,59.8571428571429,162.9316686987877,2.0,2.0,84.8571428571429,258.0,25.0,0.5000142478774645,0.49998575212253543,3,1000000000000.0
2423,0,47.0,19.0,1.0,1.2077129483222961,20.0,1.0,1.0,0.500017629131509,0.4999823708684909,1,207712948322.29614
2424,0,63.7333333333333,116.0,2.594337582588196,2.0,59.5,253.0,241.0,0.5000122631408543,0.49998773685914566,1,2.971578589915576
2425,0,108.5,224.0,2.0,1.98193359375,68.25,116.0,1.0,0.5000014853840151,0.4999985146159848,1,981933593750.0
2426,0,52.8048780487805,43.0,2.461313545703888,2.0,89.4878048780488,367.0,93.0,0.50000121536855,0.4999987846314499,1,4.410283592534535
2427,0,34.9,20.0,2.4576520919799805,2.0,51.2,666.0,66.0,0.5000027662709561,0.49999723372904387,2,1000000000000.0
2428,0,26.0,226.0,1.0,1.59228515625,41.0,9.0,6.0,0.5000050820072194,0.4999949179927806,1,592285156250.0
2430,0,12.1538461538462,57.0,2.919189453125,2.0,0.0,519.0,73.0,0.5000449811692234,0.4999550188307767,2,7.875403536550829
2431,0,16.9166666666667,141.83085972070694,3.0,2.0,22.6666666666667,4.0,18.0,0.5000267394965385,0.49997326050346147,2,7.038706540240867
2433,0,7.6,23.0,3.26025390625,2.0,30.6,204.0,26.0,0.500020026829961,0.49997997317003895,2,1000000000000.0
2434,0,11.6,56.0,3.0,2.0,57.703906249999996,96.0,15.0,0.5000421709017093,0.4999578290982906,1,10.24595321888948
2435,0,36.5,325.556640625,1.0,2.0,131.5,51.0,7.0,0.5000113051505652,0.49998869484943476,2,1000000000000.0
2436,0,44.0,25.0,3.0,1.957763671875,65.85714285714289,77.0,11.0,0.5000086239316293,0.4999913760683708,1,957763671875.0
2437,0,57.2,45.81689453125,2.0,2.0,171.6,143.0,3.0,0.5000324752741753,0.49996752472582473,2,3.155388242569358
2438,0,56.6666666666667,181.081787109375,3.0,2.0,0.029459635416666748,17.0,2.0,0.5000132193028662,0.49998678069713376,3,1000000000000.0
2439,0,10.0,142.3203125,3.0,2.0,11.0,147.0,242.0,0.500008730602031,0.499991269397969,2,1000000000000.0
2440,0,2.6666666666666696,259.4625687599182,1.0,2.0,66.5,760.0,279.0,0.5000017474298413,0.4999982525701587,1,0.2836227459875129
2441,0,42.7,114.0,3.0,1.912109375,0.0346923828125,63.0,48.0,0.5000256966982057,0.4999743033017943,2,912109375000.0
2442,0,6.625,31.0,2.50048828125,2.0,43.4375,675.0,200.0,0.5000048228634094,0.4999951771365906,2,1000000000000.0
2444,0,38.0,120.24971222877502,2.0,2.0,130.0,119.0,8.0,0.5000220329008418,0.4999779670991582,2,1000000000000.0
2445,0,209.5,35.0,3.0998291969299316,2.0,77.8333333333333,94.0,22.0,0.500015850448281,0.49998414955171905,2,1000000000000.0
2446,0,15.0,27.0,1.0,1.1789804697036743,1.0,3.0,0.0,0.5000134269076995,0.4999865730923005,1,178980469703.67432
2447,0,9.14285714285714,153.7937677502632,2.0,2.0,79.28571428571429,291.0,9.0,0.500015258984966,0.49998474101503393,3,1000000000000.0
2448,0,1.0,24.0,2.0,1.8115234375,98.6666666666667,209.0,37.0,0.5000027940756933,0.4999972059243067,1,811523437500.0
2450,0,17.3809523809524,213.0,2.655517578125,2.0,0.19698660714285715,189.0,219.0,0.5000453212265599,0.4999546787734402,2,17.064614939936448
2451,0,4.2,282.0,1.0,1.759580135345459,61.0,65.0,17.0,0.5000101570955668,0.49998984290443316,1,759580135345.459
2452,0,25.125,283.0,2.2392578125,2.0,0.0,157.0,19.0,0.5000331423500233,0.4999668576499767,3,1000000000000.0
2454,0,7.52,0.0,2.175048828125,2.0,0.0,1574.0,1069.0,0.5000799198045724,0.49992008019542755,3,1000000000000.0
2456,0,23.625,126.0,2.0,1.7001953125,0.0,224.0,117.0,0.5000161922224271,0.49998380777757284,2,700195312500.0
2457,0,53.71428571428571,215.0,1.0,1.728515625,56.8571428571429,297.0,46.0,0.5000690299602071,0.4999309700397929,1,728515625000.0
2458,0,11.325,266.0,7.14892578125,4.0,189.6,505.0,482.0,0.5001130972795799,0.49988690272042013,1,3.272004734079811
2459,0,1.0,277.0,1.0,1.81884765625,95.0,8.0,7.0,0.500076863098055,0.499923136901945,1,818847656250.0
2464,0,37.5,297.0,1.0,1.7890625,62.0,124.0,111.0,0.5000868522756883,0.49991314772431167,1,789062500000.0
2465,0,84.0,299.0,1.0,1.687255859375,38.5,24.0,36.0,0.5000245588937737,0.4999754411062262,1,687255859375.0
2466,0,148.5,0.0,1.0,1.2155235409736633,38.0,35.0,2.0,0.5000158421604981,0.4999841578395019,1,215523540973.66333
2467,0,42.0,0.0,2.0,1.429443359375,0.0657958984375,22.0,7.0,0.5000329629579574,0.4999670370420426,2,429443359375.0
2468,0,53.88,241.86210596561432,2.0,2.0,0.0,499.0,61.0,0.5000287827593909,0.4999712172406091,4,1000000000000.0
2469,0,69.0,302.0,2.0,1.9697265625,28.0,33.0,11.0,0.5000010224106346,0.4999989775893654,1,969726562500.0
2470,0,137.25,52.0,3.0,1.841552734375,8.0,116.0,16.0,0.5000269278423537,0.49997307215764625,1,841552734375.0
2472,0,11.416666666666698,308.0,2.2802734375,2.0,0.0,34.0,27.0,0.5000499441860983,0.49995005581390173,3,1000000000000.0
2473,0,32.0,239.0,1.0,1.50244140625,0.066650390625,7.0,8.0,0.5000003002960332,0.4999996997039669,2,502441406250.0
2474,0,210.5,246.0,1.0,1.509641170501709,1.5,87.0,2.0,0.5000496915419803,0.4999503084580197,1,509641170501.709
2475,0,89.4,145.52185130119324,2.0,2.0,125.6,116.0,102.0,0.500004198837785,0.499995801162215,2,1000000000000.0
2476,0,72.9,139.596435546875,2.0,2.0,78.5,533.0,444.0,0.5000381494901001,0.4999618505099,3,1000000000000.0
2477,0,211.5,248.0,1.0,1.5001220107078552,4.0,46.0,10.0,0.5000130517328117,0.49998694826718826,1,500122010707.8552
2478,0,32.6666666666667,56.0,3.017578125,2.0,61.0,88.0,51.0,0.5000808942590611,0.4999191057409389,2,1000000000000.0
2479,0,5.0,67.0,2.0,1.671875,0.0,322.0,6.0,0.5000423134108911,0.49995768658910894,1,671875000000.0
2480,0,7.25,45.0,1.0,1.3614839911460876,47.5,86.0,35.0,0.5000364627231686,0.49996353727683135,1,361483991146.08765
2481,0,6.857142857142861,49.0,3.12158203125,2.0,57.0,46.0,32.0,0.5000018690375734,0.4999981309624266,2,1000000000000.0
2482,0,73.2941176470588,254.0,1.0,1.593360960483551,5.35294117647059,230.0,226.0,0.5000169720199096,0.4999830279800904,1,593360960483.551
2483,0,27.857142857142897,28.0,2.274658203125,2.0,151.0,132.0,12.0,0.5000262836394149,0.4999737163605851,1,1.8382178584062874
2485,0,32.6666666666667,12.0,3.28466796875,2.0,0.0,432.0,40.0,0.5000204908934884,0.4999795091065116,2,10.550403091201124
2486,0,5.0,44.0,3.0,1.919677734375,0.03250558035714282,374.0,228.0,0.5000432913377331,0.49995670866226694,2,919677734375.0
2488,0,347.0,341.4401607513428,1.0,2.0,154.0,29.0,4.0,0.5000069096388113,0.4999930903611887,2,1000000000000.0
2490,0,51.0,25.0,2.93994140625,1.999755859375,127.421052631579,4.0,472.0,0.5000609190646012,0.49993908093539885,3,999755859375.0
2491,0,94.9411764705882,27.0,2.98046875,2.0,72.5882352941177,187.0,66.0,0.5001296702144908,0.49987032978550916,1,4.734608963979
2492,0,47.3448275862069,296.59190225601196,2.0,2.0,47.9655172413793,4.0,54.0,0.5000001809813177,0.4999998190186823,3,12.995375946626485
2493,0,39.6315789473684,193.34375,2.0,2.0,72.3684210526316,219.0,42.0,0.5000182621077625,0.49998173789223754,3,1000000000000.0
2494,0,15.142857142857098,213.58384799957275,2.0,2.0,70.71428571428571,164.0,104.0,0.5000058300685736,0.4999941699314264,2,1000000000000.0
2496,0,13.75,137.752197265625,3.0,2.0,0.0,228.0,229.0,0.5000045211851947,0.49999547881480527,3,1000000000000.0
2497,0,11.333333333333302,56.0,2.0,1.6734195351600647,16.0,339.0,201.0,0.5000206229642448,0.4999793770357552,1,673419535160.0647
2498,0,65.3333333333333,119.796142578125,2.0,2.0,137.166666666667,130.0,117.0,0.5000240388258252,0.4999759611741748,2,1000000000000.0
2499,0,107.25,44.12890625,3.0,2.0,88.0,4.0,4.0,0.5000336727770842,0.4999663272229158,2,1000000000000.0
2500,0,23.1818181818182,42.6376953125,2.0,2.0,142.272727272727,340.0,78.0,0.5000091933579524,0.49999080664204765,2,4.169432987194062
2501,0,13.0,36.0,2.0,1.8979740738868713,151.333333333333,42.0,7.0,0.5000086789349965,0.4999913210650035,1,897974073886.8713
2502,0,6.6,62.0,2.2841796875,2.0,48.7,844.0,678.0,0.5000714230103271,0.4999285769896729,1,1.8317957051788536
2503,0,231.333333333333,32.0,2.0,1.791259765625,95.3333333333333,313.0,127.0,0.5000234720408923,0.4999765279591078,1,791259765625.0
2505,0,14.0,62.0,2.0,1.690185546875,18.0,299.0,67.0,0.5000605953178574,0.49993940468214265,1,690185546875.0
2506,0,85.0,395.0,1.0,1.9936538338661194,69.0,199.0,23.0,0.5000005097966422,0.49999949020335777,1,993653833866.1194
2507,0,71.875,273.0,1.0,1.7310226559638977,61.625,126.0,193.0,0.5000323403406384,0.4999676596593616,1,731022655963.8977
2508,0,182.25,132.0,1.0,1.7168659567832947,103.5,496.0,447.0,0.5000143749668098,0.4999856250331903,1,716865956783.2947
2509,0,9.0,24.0,3.4912109375,2.0,0.0,221.0,1.0,0.5000655724263928,0.4999344275736072,2,10.200938453425241
2511,0,20.0,278.0,1.0,1.83670973777771,97.25,44.0,10.0,0.5000193520103026,0.49998064798969744,1,836709737777.71
2512,0,2.5,273.3963982462883,1.0,2.0,163.5,28.0,15.0,0.5000204948550266,0.4999795051449733,2,1000000000000.0
2513,0,107.846153846154,142.73583984375,2.0,2.0,109.076923076923,295.0,270.0,0.5000109214223001,0.4999890785777,2,1000000000000.0
2514,0,299.66666666666697,280.0,1.0,1.5341796875,4.66666666666667,83.0,92.0,0.5000492597010864,0.4999507402989136,1,534179687500.0
2515,0,14.2,211.25924468040466,2.0,2.0,62.6,197.0,34.0,0.5000029262965421,0.4999970737034579,2,1.3594692782710618
2516,0,298.33333333333303,281.0,1.0,1.51416015625,0.666666666666667,38.0,38.0,0.5000226363186877,0.49997736368131224,1,514160156250.0
2517,0,178.5,369.5832405090332,1.0,2.0,107.0,130.0,34.0,0.5000061780778491,0.49999382192215086,2,1000000000000.0
2518,0,53.31428571428571,59.0,3.29345703125,1.999755859375,81.5714285714286,4.25830078125,713.0,0.5000248455754397,0.4999751544245603,3,999755859375.0
2519,0,175.3,199.92578125,2.0,2.0,93.8,160.0,98.0,0.5000011486548963,0.49999885134510375,2,1.5420490860512646
2521,0,23.25,124.7890625,3.0,2.0,13.25,139.0,55.0,0.5000369097607509,0.4999630902392491,2,1000000000000.0
2522,0,11.1538461538462,69.0,1.0,1.957763671875,61.0769230769231,1343.0,155.0,0.5000359186164702,0.49996408138352977,1,957763671875.0
2523,0,7.625,70.0,2.9144949316978455,2.0,39.75,218.0,35.0,0.5000015292183245,0.4999984707816755,2,1000000000000.0
2524,0,44.6666666666667,74.0,1.0,1.5263671875,0.0,662.0,1.0,0.5000080768054962,0.49999192319450386,1,526367187500.0
2525,0,99.4782608695652,26.0,3.515625,2.0,62.086956521739104,4.3017578125,389.0,0.5000315702308465,0.49996842976915346,3,1000000000000.0
2526,0,15.142857142857098,229.42446041107178,2.0,2.0,75.28571428571429,49.0,17.0,0.5000027039733121,0.4999972960266879,3,1000000000000.0
2527,0,6.6,35.0,2.0,1.5771484375,0.0,234.0,50.0,0.5000012030462462,0.49999879695375377,2,577148437500.0
2528,0,55.342105263157904,68.3037109375,2.0,2.0,119.710526315789,509.0,385.0,0.5000164833955085,0.49998351660449153,3,1000000000000.0
2529,0,160.0,133.0,3.0,1.961669921875,17.25,58.0,13.0,0.5000218634322591,0.4999781365677409,1,961669921875.0
2530,0,43.5555555555556,62.0,2.980712890625,2.0,37.3888888888889,280.0,162.0,0.5000103220468761,0.4999896779531238,2,1000000000000.0
2533,0,66.3333333333333,50.24658203125,3.0,2.0,74.0,44.0,3.0,0.5000287795579434,0.49997122044205655,2,1000000000000.0
2535,0,20.0,24.0,2.0,1.510861575603485,17.0,9.0,7.0,0.5000257070384708,0.49997429296152923,1,510861575603.4851
2536,0,27.6666666666667,63.0,2.0,1.744384765625,77.0,61.0,42.0,0.5000641828198364,0.4999358171801635,1,744384765625.0
2537,0,29.0,39.0,2.81787109375,2.0,49.5333333333333,366.0,88.0,0.5000794791108688,0.4999205208891312,1,2.8208073022036824
2538,0,16.2962962962963,138.7109375,2.0,2.0,130.03703703703698,64.0,77.0,0.5000317184310973,0.4999682815689027,3,1000000000000.0
2539,0,0.0,378.3993794322014,1.0,2.0,0.0,638.0,0.0,0.5000020537629253,0.4999979462370747,2,1000000000000.0
2540,0,27.6666666666667,38.0,2.0,1.7197265625,69.3333333333333,126.0,0.0,0.5000691373971672,0.4999308626028328,1,719726562500.0
2541,0,12.0,44.0,11.3701171875,5.0,266.864864864865,171.0,184.0,0.5001954907730712,0.4998045092269287,1,6.495266971869355
2542,0,90.8333333333333,223.9453125,2.0,2.0,5.5,531.0,4.0,0.5000204871151374,0.49997951288486264,3,1000000000000.0
2543,0,127.076923076923,136.0,2.07275390625,2.0,85.3846153846154,410.0,228.0,0.5000096893273165,0.49999031067268346,1,1.299909681470862
2544,0,12.125,78.0,2.517822265625,2.0,0.05677141462053564,972.0,810.0,0.5000170661683259,0.4999829338316742,3,1000000000000.0
2545,0,116.0,323.944987654686,2.0,2.0,34.0,10.0,0.0,0.5000023463069785,0.49999765369302157,2,1000000000000.0
2546,0,126.333333333333,296.0,2.19873046875,2.0,22.6666666666667,55.0,15.0,0.5000181907183172,0.49998180928168284,2,1000000000000.0
2547,0,46.8888888888889,311.8230469226837,2.0,2.0,30.3333333333333,79.0,120.0,0.5000008913605754,0.49999910863942465,2,1000000000000.0
2548,0,38.3269230769231,132.18454599380493,2.0,2.0,115.557692307692,216.0,158.0,0.5000197787596932,0.4999802212403069,2,7.434919062864828
2549,0,48.8,73.970458984375,2.0,2.0,21.3,953.0,8.0,0.5000639319050293,0.49993606809497065,3,1000000000000.0
2550,0,36.9090909090909,81.0,3.20556640625,2.0,0.0,240.0,41.0,0.500030383597553,0.49996961640244697,1,0.5358381180017969
2551,0,5.71428571428571,321.3095048069954,2.0,2.0,8.142857142857139,116.0,2.0,0.5000066536675718,0.49999334633242815,2,2.5290193007316923
2552,0,23.6875,10.9326171875,2.0,2.0,69.8125,871.0,8.0,0.500051557587688,0.4999484424123119,3,1000000000000.0
2553,0,13.9285714285714,317.06591796875,2.0,2.0,28.4285714285714,18.0,18.0,0.5000016134500809,0.49999838654991907,3,1000000000000.0
2554,0,28.5555555555556,134.0,2.6767578125,2.0,0.0652669270833335,395.0,13.0,0.5000162626800528,0.4999837373199472,3,1000000000000.0
2555,0,42.6388888888889,330.3678798675537,2.0,2.0,45.22222222222221,4.0,365.0,0.5000102501816412,0.4999897498183588,3,12.270852892284095
2556,0,316.0,370.0,1.0,1.6360751390457153,0.0,1.0,1.0,0.5000351223612558,0.49996487763874414,1,636075139045.7153
2558,0,27.8,86.0,2.471076488494873,2.0,8.1,669.0,42.0,0.5000069435480792,0.49999305645192077,2,1000000000000.0
2560,0,29.0,87.0,2.0,1.781005859375,50.5,208.0,3.0,0.5000431680267547,0.4999568319732452,1,781005859375.0
2561,0,51.0555555555556,88.0,3.001953125,2.0,35.6666666666667,233.0,297.0,0.500064233891037,0.499935766108963,2,1000000000000.0
2562,0,14.5,408.0,1.0,1.810546875,3.5,82.0,10.0,0.5000908736462527,0.4999091263537473,1,810546875000.0
2563,0,8.33333333333333,83.0,3.3240606784820557,2.0,11.5,54.0,6.0,0.5000190624656637,0.4999809375343363,1,0.45591482633042524
2564,0,38.13636363636361,90.0,2.964364171028137,2.0,16.772727272727302,338.0,235.0,0.5000004928750211,0.49999950712497887,2,1000000000000.0
2565,0,39.25,65.0,2.0,1.6783011555671692,35.5,150.0,14.0,0.5000347090591132,0.4999652909408868,1,678301155567.1692
2566,0,61.5454545454545,324.1484375,2.0,2.0,11.272727272727304,275.0,456.0,0.5000177239213028,0.4999822760786971,2,1.567880497746123
2567,0,76.0,189.15283203125,2.0,2.0,112.0,4.176025390625,16.0,0.5000315524097063,0.49996844759029374,4,1000000000000.0
2568,0,3.5,48.0,1.0,1.2484138011932373,0.0,88.0,0.0,0.5000072526275736,0.4999927473724264,2,248413801193.2373
2569,0,3.5,2.0,1.0,1.1569440960884094,0.0,42.0,1.0,0.500015611140719,0.499984388859281,2,156944096088.40942
